idno,name,year,duration_weeks,country,cadre,training_name
01MT008800,Shri Vinod Kumar Thakral,1993,52,UNITED KINGDOM                                    ,Manipur Tripura,U/BIRMGHM MSc DEV ADM                                                                               
01MT009200,Shri Rajani Ranjan Rashmi,1994,1,                                                  ,Manipur Tripura,ISSUE IN ORGAN BEHAVIOUR                                                                            
01MT009400,Shri G Kameswara Rao,1994,11,UNITED KINGDOM                                    ,Manipur Tripura,U/DURHAM WOM MEAN BUSI                                                                              
01MT009700,Dr. Nikhilesh Jha,2009,2,AUSTRALIA                                         ,Manipur Tripura,Corruption & Anticorruption                                                                         
01MT009900,Shri Oinam Nabakishore Singh,2008,17,USA                                               ,Manipur Tripura,Public Admn. Programme                                                                              
01MT009900,Shri Oinam Nabakishore Singh,2001,52,PHILIPPINES                                       ,Manipur Tripura,Domestic Funding                                                                                    
01MT010400,Dr. Sanjeev Ranjan,1997,52,UNITED KINGDOM                                    ,Manipur Tripura,EXTERNL PORTFOLIO MGMT                                                                              
01MT010400,Dr. Sanjeev Ranjan,1998,,UNITED KINGDOM                                    ,Manipur Tripura,U/GLASGOW                                                                                           
01MT010400,Dr. Sanjeev Ranjan,2004,3,USA                                               ,Manipur Tripura,"U/ILLINOIS,MGT.MON.EVA                                                                              "
01MT010500,Shri Ramnganing Muivah,2004,3,                                                  ,Manipur Tripura,Financial Fragility & Banking Crises                                                                
01MT010500,Shri Ramnganing Muivah,1999,52,UNITED KINGDOM                                    ,Manipur Tripura,U/BIRMINGHAM MBA                                                                                    
01MT010500,Shri Ramnganing Muivah,2002,4,JAPAN                                             ,Manipur Tripura,SEMINAR ON FINCL INDUS                                                                              
01MT010500,Shri Ramnganing Muivah,2002,1,SINGAPORE                                         ,Manipur Tripura,DEALING BANKING CRISES                                                                              
01MT010600,Shri W. L. Hangshing,1997,52,UNITED KINGDOM                                    ,Manipur Tripura,M.A.IN DEV.STUDIES.                                                                                 
01MT011100,Dr. Suhel Akhtar,2007,52,USA                                               ,Manipur Tripura,Master of Public Policy                                                                             
01MT011800,Shri Barun Mitra,2003,6,USA                                               ,Manipur Tripura,Short Term Training                                                                                 
01MT012300,Shri Sushil Kumar,2004,3,UNITED KINGDOM                                    ,Manipur Tripura,Short Term Training                                                                                 
01MT012400,Shri S. K. Dev Verman,2004,52,PHILIPPINES                                       ,Manipur Tripura,COURSE OF MASTERS IN DEV.MGT.                                                                       
01MT012700,Dr. Rajesh Kumar,2010,2,UNITED KINGDOM                                    ,Manipur Tripura,Short Term Training                                                                                 
01MT012700,Dr. Rajesh Kumar,2011,1,USA                                               ,Manipur Tripura,Customized Training Programme for AR Secretaries(Sponsored by DRA & PG)                             
01MT012700,Dr. Rajesh Kumar,2014,2,GENEVA                                            ,Manipur Tripura,Short Term Foreign Training WTO International Trade and Development                                 
01MT012800,Shri K Rajeshwar Rao,2004,2,PHILIPPINES                                       ,Manipur Tripura,"CONSUL(ST)ADB,MANILA                                                                                "
01MT013200,Shri Lok Ranjan,2003,38,USA                                               ,Manipur Tripura,M.A PUBLIC ADMN                                                                                     
01MT014900,Shri Barun Kumar Sahu,2007,2,UNITED KINGDOM                                    ,Manipur Tripura,Pvt.& Public Pvt.Partnerships                                                                       
01MT014900,Shri Barun Kumar Sahu,2007,2,UNITED KINGDOM                                    ,Manipur Tripura,Short Term Training                                                                                 
01MT015100,Shri Vineet Joshi,2006,0,USA                                               ,Manipur Tripura,Partial Funding Scheme                                                                              
01MT015200,Shri Vumlunmang Vualnam,2003,1,JAPAN                                             ,Manipur Tripura,"ODA EVALUATION,TOKYO                                                                                "
01MT015200,Shri Vumlunmang Vualnam,2001,1,SINGAPORE                                         ,Manipur Tripura,FINL.MKTS/IND.IMF INST                                                                              
01MT015200,Shri Vumlunmang Vualnam,2002,2,SINGAPORE                                         ,Manipur Tripura,AFSS IMF INSTITUTE                                                                                  
01MT015400,Dr. Munnambi V Subba Reddy,1999,2,JAPAN                                             ,Manipur Tripura,REGL INDUSTRIALISATION                                                                              
01MT015600,Shri Nagaraju Maddirala,2005,2,USA                                               ,Manipur Tripura,The Practice of Trade Policy-Economics Negotiations and Rules                                       
01MT015800,Shri Vivek Kumar Dewangan,2001,2,THAILAND                                          ,Manipur Tripura,Workshop on Urban Leadership                                                                        
01MT015800,Shri Vivek Kumar Dewangan,2006,3,USA                                               ,Manipur Tripura,Public Finance Management                                                                           
01MT015800,Shri Vivek Kumar Dewangan,2000,8,AUSTRALIA                                         ,Manipur Tripura,Natural Resource Management(Aus-Aid)                                                                
01MT015800,Shri Vivek Kumar Dewangan,2012,2,CANADA                                            ,Manipur Tripura,Phase IV Training of IAS Officers                                                                   
01MT015900,Shri Rajesh Agarwal,2013,2,UNITED KINGDOM                                    ,Manipur Tripura,Analysis & Management of Financial Risk                                                             
01MT015900,Shri Rajesh Agarwal,200,1,USA                                               ,Manipur Tripura,Management Development Seminar                                                                      
01MT016400,Shri Ashutosh Jindal,2006,2,UNITED KINGDOM                                    ,Manipur Tripura,Short Term Training                                                                                 
01MT017000,Shri Yatendra Kumar,2007,2,UNITED KINGDOM                                    ,Manipur Tripura,Short Term Trg. Prog.                                                                               
01MT020400,Shri Devesh Deval,2010,2,                                                  ,Manipur Tripura,Joint Civil Military Training Programme                                                             
01NL003900,Dr. Devinder Kumar Bhalla,2004,2,USA                                               ,Nagaland,Public Private Partnerships-role of Commu./Media                                                    
01NL004100,Shri Pankaj Kumar,2002,56,AUSTRALIA                                         ,Nagaland,U/SWINBURNE M.B.A.PROG                                                                              
01NL004500,Shri Rajiv Bansal,1998,7,JAPAN                                             ,Nagaland,NTL.GOVT.ADMN JAPAN                                                                                 
01NL004800,Shri Jyoti Kalash,2005,1,                                                  ,Nagaland,Nl Security                                                                                         
01NL004900,Shri Jan-E- Alam,2013,1,UNITED KINGDOM                                    ,Nagaland,Leadership and Strategic Thinki ng Programme of Judge  Business School                              
01NL005000,Shri Senti Yanger Imchen,2007,2,KOREA                                             ,Nagaland,Mid-Career Traininbg                                                                                
01NL005200,Shri Amardeep Singh Bhatia,2005,2,THAILAND                                          ,Nagaland,Health Sector Reforms                                                                               
01NL005200,Shri Amardeep Singh Bhatia,2011,1,UNITED KINGDOM                                    ,Nagaland,Planning for change-A Starategic                                                                    
01NL005200,Shri Amardeep Singh Bhatia,2009,2,USA                                               ,Nagaland,Decentralisation Tools for Health Policy Makers&Managers                                            
01NL005200,Shri Amardeep Singh Bhatia,2009,52,USA                                               ,Nagaland,MA in Intl Dev Policy                                                                               
01NL005200,Shri Amardeep Singh Bhatia,2010,4,USA                                               ,Nagaland,Project Appraisal & Risk Management                                                                 
01NL005200,Shri Amardeep Singh Bhatia,2009,5,NA/OTHERS                                         ,Nagaland,Basics of Health Economics                                                                          
01NL005400,Shri Abhishek Singh,2013,0,                                                  ,Nagaland,Masters in public policy from Harvard kennedy School                                                
01NL005400,Shri Abhishek Singh,2010,0,USA                                               ,Nagaland,Cyber Security from USTTI                                                                           
01NL005400,Shri Abhishek Singh,2008,2,KOREA                                             ,Nagaland,KDI School of policy Seoul Korea                                                                    
01NL005400,Shri Abhishek Singh,2009,2,SINGAPORE                                         ,Nagaland,Nangyang Technological University                                                                   
01NL005700,Shri R Ramakrishnan,2008,52,NETHERLANDS                                       ,Nagaland,MA Public Policy & Mgmt.                                                                            
01OR018700,Shri Gokul Chandra Pati,1995,52,AUSTRALIA                                         ,Orissa,U/WALLONGANG MBA B.MGT                                                                              
01OR019100,Dr. Hrusikesh Panda,1996,52,AUSTRALIA                                         ,Orissa,MBA COURSE INN AUSTRAA                                                                              
01OR019200,Shri Nilanjan Sanyal,1989,39,UNITED KINGDOM                                    ,Orissa,U/CAMBRIDGE DIPLOMA                                                                                 
01OR019300,Shri Jugal Kishore Mohapatra,1989,52,USA                                               ,Orissa,U/BOSTON PG IN ECONOMS                                                                              
01OR019400,Shri G Mohan Kumar,1993,26,UNITED KINGDOM                                    ,Orissa,U/HULL M.B.A.                                                                                       
01OR019507,Ms. Vandana Kumari Jena,1992,41,UNITED KINGDOM                                    ,Orissa,U/BIRMINGHAM MSC DV AD                                                                              
01OR019600,Shri Sudarsanam Srinivasan,1997,52,AUSTRALIA                                         ,Orissa,MBA COURSE                                                                                          
01OR019600,Shri Sudarsanam Srinivasan,1997,52,AUSTRALIA                                         ,Orissa,MBA COURSE                                                                                          
01OR019801,Ms. Anita Agnihotri,1991,52,UNITED KINGDOM                                    ,Orissa,U/EAST ANGLIA RURAL DV                                                                              
01OR019900,Shri Ashok Kumar Tripathy,2002,2,NETHERLANDS                                       ,Orissa,WORKSHOP AND TRG.ROME                                                                               
01OR019900,Shri Ashok Kumar Tripathy,2011,1,GERMANY,Orissa,International Tourism Bourse                                                                        
01OR019900,Shri Ashok Kumar Tripathy,2013,1,GERMANY,Orissa,International Travel Fair                                                                           
01OR020100,Shri Ranglal Jamuda,2012,1,                                                  ,Orissa,International Agricultural Dev. Corporation                                                         
01OR020100,Shri Ranglal Jamuda,2013,1,VIETNAM,Orissa,Farm Mechanization for Small Marginal Farmers                                                       
01OR020400,Shri M Rajamani,1995,4,USA                                               ,Orissa,CENTRE FOR ENERGY&ENV                                                                               
01OR020800,Dr. Dr. Taradatt,1993,52,UNITED KINGDOM                                    ,Orissa,U/READING MA(SOC DEV)                                                                               
01OR020800,Dr. Dr. Taradatt,2000,4,UNITED KINGDOM                                    ,Orissa,BRITISH CIVIL SER COL                                                                               
01OR020900,Shri Injeti Srinivas,1993,52,UNITED KINGDOM                                    ,Orissa,U/STRATECHYLTE MBA                                                                                  
01OR020900,Shri Injeti Srinivas,1992,,USA                                               ,Orissa,US TELECOM TRG INST                                                                                 
01OR020900,Shri Injeti Srinivas,1998,1,SINGAPORE                                         ,Orissa,ECO DEV BOARD SINGAPOR                                                                              
01OR021100,Shri Upendra Nath Behera,2011,1,                                                  ,Orissa,Tlobal Perspectives on Governance Program                                                           
01OR021100,Shri Upendra Nath Behera,2003,1,MALAYSIA                                          ,Orissa,Incob 2003 Pre Conference Workshop                                                                  
01OR021400,Dr. Arun Kumar Panda,2007,2,USA                                               ,Orissa,Short Term Training                                                                                 
01OR021600,Shri R Balakrishnan,2009,2,USA                                               ,Orissa,Leadership Potential Seminar                                                                        
01OR022500,Dr. Asit Kumar Tripathy,1998,1,USA                                               ,Orissa,Coastal Resources Mgt.                                                                              
01OR022500,Dr. Asit Kumar Tripathy,2004,52,SLOVENIA                                          ,Orissa,MBA Course                                                                                          
01OR022500,Dr. Asit Kumar Tripathy,2005,2,SINGAPORE                                         ,Orissa,International MBA Programme                                                                         
01OR022500,Dr. Asit Kumar Tripathy,2006,1,SINGAPORE                                         ,Orissa,Intnl.Conf.on Strategic Mgt.for Global Competitiveness                                              
01OR022200,Shri Surendra Nath Tripathi,1989,1,                                                  ,Orissa,NL INSTT OF RURAL DEVLP                                                                             
01OR022200,Shri Surendra Nath Tripathi,1993,3,                                                  ,Orissa,JUNIOR LEVEL 1984-87 BATCHES                                                                        
01OR022200,Shri Surendra Nath Tripathi,1997,1,                                                  ,Orissa,CO-OPERATIVE POLICY ENVIRO MGT                                                                      
01OR022200,Shri Surendra Nath Tripathi,1998,2,                                                  ,Orissa,STUDY OF SOUTH AASSIAN CO STRUCTURES                                                                
01OR022200,Shri Surendra Nath Tripathi,2000,2,                                                  ,Orissa,MIDDLE LEVEL 1984-90 BATCHES                                                                        
01OR022200,Shri Surendra Nath Tripathi,2004,2,                                                  ,Orissa,SENIOR LEVEL 17-20 YEARS SERVICE                                                                    
01OR022200,Shri Surendra Nath Tripathi,2004,6,                                                  ,Orissa,(PUBLIC POLICY)                                                                                     
01OR022200,Shri Surendra Nath Tripathi,2001,5,THAILAND                                          ,Orissa,CREAMIC SSI DELEGATION                                                                              
01OR022200,Shri Surendra Nath Tripathi,1996,1,NA/OTHERS                                         ,Orissa,STUDY OF EUROPEAAN CO. STR.                                                                         
01OR022200,Shri Surendra Nath Tripathi,2000,3,ISRAEL                                            ,Orissa,SSE ROLE OF RURAL FIN INSTT                                                                         
01OR022200,Shri Surendra Nath Tripathi,2004,52,SLOVENIA                                          ,Orissa,MBA Course                                                                                          
01OR022200,Shri Surendra Nath Tripathi,2000,4,KOREA                                             ,Orissa,SSI DELEGATION SOUTH                                                                                
01OR022100,Shri Vipin Kumar Saxena,2013,2,USA                                               ,Orissa,short-term training in PPP                                                                          
01OR022600,Shri Suresh Chandra Mahapatra,2013,1,THAILAND                                          ,Orissa,Network of Asian River Basin Organisation                                                           
01OR022600,Shri Suresh Chandra Mahapatra,1999,13,UNITED KINGDOM                                    ,Orissa,PUB MGT & POV RED MKT                                                                               
01OR022600,Shri Suresh Chandra Mahapatra,2012,1,NETHERLANDS                                       ,Orissa,I Asia-Netherlands water Learing week                                                               
01OR022600,Shri Suresh Chandra Mahapatra,2011,1,SINGAPORE                                         ,Orissa,Fourth Singapore Inernational Water week                                                            
01OR022700,Shri Laxmi Narayan Gupta,2012,1,                                                  ,Orissa,Cambridge Leadership and Strategic Thinking Programme                                               
01OR022700,Shri Laxmi Narayan Gupta,1998,57,UNITED KINGDOM                                    ,Orissa,U/BIRMING MBA PUB.SER.                                                                              
01OR022700,Shri Laxmi Narayan Gupta,2009,2,USA                                               ,Orissa,Leadership Potential Seminar                                                                        
01OR022900,Shri Sudershan Pal Thakur,2013,1,UNITED KINGDOM                                    ,Orissa,London to participate in International Tourism Events                                               
01OR023200,Shri Rajesh Verma,2004,2,USA                                               ,Orissa,Short Term Training                                                                                 
01OR023200,Shri Rajesh Verma,2013,1,GERMANY,Orissa,International Food Fair at Cologne                                                                  
01OR023400,Shri Pradipta Kumar Mohapatra,2001,50,AUSTRALIA                                         ,Orissa,MBA PROG.IN ASUSTRALIA                                                                              
01OR023500,Shri C J Venugopal,1995,2,INDONESIA                                         ,Orissa,COMMUNITY PARTICIPATN                                                                               
01OR023100,Shri Tuhin Kant Pandey,2006,52,UNITED KINGDOM                                    ,Orissa,MBA Course                                                                                          
01OR023600,Shri Vinod Kumar,1998,2,USA                                               ,Orissa,UNDP-GEF                                                                                            
01OR023700,Shri Pradip Kumar Jena,2013,1,USA                                               ,Orissa,Expansion project of OPGC Unit-3&4                                                                  
01OR023700,Shri Pradip Kumar Jena,2011,1,NA/OTHERS                                         ,Orissa,E-Governance Policy and Implementation                                                              
01OR023700,Shri Pradip Kumar Jena,2012,1,TURKEY                                            ,Orissa,Renewable Energy Workshop                                                                           
01OR023900,Ms. C T M Suguna,2006,2,UNITED KINGDOM                                    ,Orissa,Short Term Training                                                                                 
01OR024000,Dr. Mona Sharma,2010,1,USA                                               ,Orissa,OSA Convention                                                                                      
01OR024100,Shri Manoj Ahuja,2006,0,USA                                               ,Orissa,Partial Funding Scheme                                                                              
01OR024500,Shri Gudey Srinivas,2007,2,USA                                               ,Orissa,Short Term Trg. Prog.                                                                               
01OR024501,Ms. Aarti Ahuja,2007,52,USA                                               ,Orissa,Masters in Public Health                                                                            
01OR024600,Ms. Anu Garg,2006,0,USA                                               ,Orissa,Partial Funding Scheme                                                                              
01OR024900,Shri Madhu Sudan Padhi,2010,2,USA                                               ,Orissa,41 Annual Convention                                                                                
01OR025111,Shri Shrikant Kumar Paikaray,2008,1,USA                                               ,Orissa,STUDY TOUR                                                                                          
01OR025100,Dr. Chandra Shekhar Kumar,2013,1,                                                  ,Orissa,2nd Overseas Employers Conference                                                                   
01OR025400,Shri Nikunja Bihari Dhal,2006,52,USA                                               ,Orissa,MA  in Public Admn                                                                                  
01OR025500,Shri A. K. Kaluaram Meena,2004,2,USA                                               ,Orissa,"WTO,Rights&Obligations Intl.Trade                                                                   "
01OR025700,Dr. Santosh Kumar Sarangi,2009,52,USA                                               ,Orissa,MA in Intl Dev Policy                                                                               
01OR025900,Ms. Aparajita Sarangi,2013,1,                                                  ,Orissa,Modern Rural Housing as the locomotive of Complex of Development                                    
01OR025900,Ms. Aparajita Sarangi,2012,1,AUSTRALIA                                         ,Orissa,Sarva Siksha Abhiyan                                                                                
01OR026400,Shri Bishnupada Sethi,2012,1,UNITED KINGDOM                                    ,Orissa,ICA Extraordinary General Assembly                                                                  
01OR026401,Shri Sushil Kumar Lohani,2008,3,USA                                               ,Orissa,H.S.R. & S.Financing                                                                                
01OR026500,Shri Arabinda Kr Padhee,2009,52,UNITED KINGDOM                                    ,Orissa,MBA Course                                                                                          
01OR026500,Shri Arabinda Kr Padhee,2013,1,NORWAY                                            ,Orissa,Participate in the International Meeting of the Green (GPN)                                         
01OR026500,Shri Arabinda Kr Padhee,2014,2,SINGAPORE                                         ,Orissa,"participate in Course ""public policy for high level policy Makers                                   "
01OR026800,Shri Vishal Kumar Dev,2009,52,UNITED KINGDOM                                    ,Orissa,MA In Govern & Development                                                                          
01OR026801,Ms. Usha Padhee,2009,52,UNITED KINGDOM                                    ,Orissa,MBA Course                                                                                          
01OR026900,Shri Sanjeeb Kumar Mishra,2009,52,UNITED KINGDOM                                    ,Orissa,MBA Course                                                                                          
01OR027201,Shri Vishal Gagan,2008,2,PHILIPPINES                                       ,Orissa,Regl. Proj. Imple. &  Adm.                                                                          
01OR027800,Shri Temjenwapang Ao,2010,1,SINGAPORE                                         ,Orissa,ITB Asia                                                                                            
01OR027900,Ms. Shalini Pandit,2013,1,                                                  ,Orissa,2nd Overseas Employers Conference                                                                   
01OR028000,Shri Santhanagopalan R.,2012,1,                                                  ,Orissa,Program on WTO&12 Internation Trade Strengthening State-Center Linkages                             
01OR028200,Ms. Debjani Chakrabarti,2011,1,VIETNAM,Orissa,national Action Plan                                                                                
01OR034400,Shri Parameswaran B,2011,1,BANGLADESH                                        ,Orissa,Rural Satniutation Project                                                                          
01OR109Q02,Shri Sudhansu Mohan Samal,2011,4,                                                  ,Orissa,Institutional Training                                                                              
01OR908001,Shri Akhila Bihari Ota,2013,5,VIETNAM,Orissa,MOTA-UNDP Project Strengthening National Cpacity in tribal areas                                    
01PB014500,Shri Rakesh Singh,1990,52,UNITED KINGDOM                                    ,Punjab,Col.Plan MA in Dev.Admn & Mgt.                                                                      
01PB014700,Ms. Sujata Dass,1989,12,UNITED KINGDOM                                    ,Punjab,U/BIRMGHAM                                                                                          
01PB014802,Ms. Kusumjit Sidhu,1989,40,USA                                               ,Punjab,HUBERT HUMPHREY FELLSP                                                                              
01PB015000,Shri Himmat Singh,1994,27,USA                                               ,Punjab,U/HARDWARD MASON PROG                                                                               
01PB015200,Ms. Anjuly Chib Duggal,1992,2,USA                                               ,Punjab,Prog.on Restructuring Banking Instn.                                                                
01PB015200,Ms. Anjuly Chib Duggal,1999,1,CHINA                                             ,Punjab,Obserevation Study Mission(OSM) on Indl.Parks                                                       
01PB015600,Shri Sarvesh Kaushal,0,1,                                                  ,Punjab,Nl Institute of Banking                                                                             
01PB015600,Shri Sarvesh Kaushal,0,2,                                                  ,Punjab,RIPA Jaipur                                                                                         
01PB015600,Shri Sarvesh Kaushal,2004,0,NA/OTHERS                                         ,Punjab,Study Orgn Details                                                                                  
01PB015600,Shri Sarvesh Kaushal,2002,0,CHINA                                             ,Punjab,Urban Development                                                                                   
01PB015900,Shri Suresh Kumar,1994,52,UNITED KINGDOM                                    ,Punjab,MSC.ECO.(SOCIAL POLCY)                                                                              
01PB015900,Shri Suresh Kumar,2009,2,USA                                               ,Punjab,Leadership Potential Seminar                                                                        
01PB015800,Shri Navneet Singh Kang,1993,52,UNITED KINGDOM                                    ,Punjab,MSC(SOC PLG)                                                                                        
01PB015800,Shri Navneet Singh Kang,2008,2,USA                                               ,Punjab,Exec.Dev.Seminar                                                                                    
01PB016100,Shri Karan Bir Singh Sidhu,1996,52,UNITED KINGDOM                                    ,Punjab,U/MANCHESTER MA(ECO)DA                                                                              
01PB016100,Shri Karan Bir Singh Sidhu,2013,3,USA                                               ,Punjab,Short-Term training                                                                                 
01PB016300,Dr. Nirmaljeet Singh Kalsi,2013,1,UNITED KINGDOM                                    ,Punjab,Cambridge Leadership and Strategic Thinking Programme                                               
01PB016300,Dr. Nirmaljeet Singh Kalsi,2007,2,USA                                               ,Punjab,Short Term Training                                                                                 
01PB016400,Shri Mandeep Singh Sandhu,2001,57,AUSTRALIA                                         ,Punjab,MBA PROG.IN AUSTRALIA                                                                               
01PB016600,Shri Arun Goel,2003,3,UNITED KINGDOM                                    ,Punjab,CRISIS MGT.                                                                                         
01PB016600,Shri Arun Goel,2010,2,USA                                               ,Punjab,Public Sector Management                                                                            
01PB016600,Shri Arun Goel,2013,2,GENEVA                                            ,Punjab,WTO Internal Trade & Development                                                                    
01PB016700,Shri Chhabilendra Roul,2001,52,UNITED KINGDOM                                    ,Punjab,U/BIRMINGHAM MBA PUB                                                                                
01PB016900,Ms. Kalpana Mittal Baruah,1997,10,UNITED KINGDOM                                    ,Punjab,U/BRADFD COM PUB ENTER                                                                              
01PB016900,Ms. Kalpana Mittal Baruah,2002,0,USA                                               ,Punjab,Partial Funding of Foreign Study                                                                    
01PB017000,Shri Satish Chandra,2010,2,USA                                               ,Punjab,Public Sector Managemet                                                                             
01PB017000,Shri Satish Chandra,2003,12,NETHERLANDS                                       ,Punjab,Short Term Training                                                                                 
01PB017300,Shri Manikant Prasad Singh,2007,3,UNITED KINGDOM                                    ,Punjab,Short Term Training                                                                                 
01PB017700,Ms. Vini Mahajan,2006,2,USA                                               ,Punjab,Exec Education Prog on Infrastructure in Market Economy                                             
01PB017701,Shri S K Sandhu,2004,2,USA                                               ,Punjab,SEMINAR WMDC DENVER CO                                                                              
01PB018100,Ms. Anjali Bhawara,2011,3,USA                                               ,Punjab,Budgeting and Financial Management in the public sector                                             
01PB018200,Dr. Roshan Sunkaria,1998,4,CANADA                                            ,Punjab,PRO ON ENERGY EVVIRM                                                                                
01PB018200,Dr. Roshan Sunkaria,2004,52,PHILIPPINES                                       ,Punjab,MDM Programme                                                                                       
01PB018301,Ms. Ravneet Kaur,1998,54,UNITED KINGDOM                                    ,Punjab,COL.PLAN PUB ECO MGT                                                                                
01PB018301,Ms. Ravneet Kaur,2003,1,USA                                               ,Punjab,IMF & WORLD BANK                                                                                    
01PB018301,Ms. Ravneet Kaur,2009,2,USA                                               ,Punjab,Budgeting & Finl. Mgt. in Pub. sector                                                               
01PB018500,Shri Vijay Kumar Janjua,2005,52,USA                                               ,Punjab,M.A.in International  Dev.Policy                                                                    
01PB018700,Shri Anirudh Tewari,1999,2,                                                  ,Punjab,HIPA                                                                                                
01PB018700,Shri Anirudh Tewari,2000,1,                                                  ,Punjab,Business Process Re-engg.                                                                           
01PB018700,Shri Anirudh Tewari,2010,52,USA                                               ,Punjab,MA Prog in Intl Dev. Policy                                                                         
01PB018800,Shri Vijoy Kumar Singh,2004,52,UNITED KINGDOM                                    ,Punjab,MBA Course                                                                                          
01PB018900,Shri Anurag Agarwal,2008,4,USA                                               ,Punjab,PROJECT APPRAIISAL & RISK MANAGEMENT                                                                
01PB019300,Shri A Venu Prasad,2014,1,UNITED KINGDOM                                    ,Punjab,Leadership & Strategic Thinking                                                                     
01PB019300,Shri A Venu Prasad,2005,52,USA                                               ,Punjab,MA in Public Admn                                                                                   
01PB019401,Ms. Seema S Jain,2007,52,UNITED KINGDOM                                    ,Punjab,MBA Course                                                                                          
01PB019401,Ms. Seema S Jain,2007,2,KOREA                                             ,Punjab,Compulsory Mid Career Training                                                                      
01PB019401,Ms. Seema S Jain,2011,1,JAPAN                                             ,Punjab,Dissemination and use of Population and  Housing Census Results with Gender Concern                 
01PB019600,Shri K. A. Prasad Sinha,1999,2,                                                  ,Punjab,JUNIOR LEVEL-1990-93 BATCHES                                                                        
01PB019700,Ms. Raji Pramod Srivastava,1998,10,UNITED KINGDOM                                    ,Punjab,JOHN SMITH FELLOWSHIP                                                                               
01PB019812,Shri Raminder Singh,2004,2,USA                                               ,Punjab,Short Term Training                                                                                 
01PB019815,Shri Samir Kumar,2005,2,UNITED KINGDOM                                    ,Punjab,Short Term Trg                                                                                      
01PB020000,Shri Anurag Verma,2009,2,USA                                               ,Punjab,Tax Analysis& Revnue forcasting                                                                     
01PB020300,Shri Ramesh Kumar Ganta,2011,52,USA                                               ,Punjab,EMPA                                                                                                
01PB020600,Shri Alok Shekhar,2007,52,USA                                               ,Punjab,MA  in Pub Admn                                                                                     
01PB020900,Shri Dilip Kumar,2007,2,                                                  ,Punjab,Short Term  Trg. Prog.                                                                              
01PB021000,Shri Hussan Lal,2006,2,UNITED KINGDOM                                    ,Punjab,Short Term Trg Prog                                                                                 
01PB021111,Shri K. S. Pannu,2008,2,USA                                               ,Punjab,Leadership Potential Seminar                                                                        
01PB021400,Shri Rahul Bhandari,2014,1,NETHERLANDS                                       ,Punjab,Short term training Universalizing Socio-economic Sescurity for the poor                            
01PB021601,Ms. Rakhee Gupta Bhandari,2013,2,UNITED KINGDOM                                    ,Punjab,International Negotiations                                                                          
01PB021601,Ms. Rakhee Gupta Bhandari,2010,3,USA                                               ,Punjab,Foreign Short Term                                                                                  
01PB021900,Ms. Bhawna Garg,2010,0,UNITED KINGDOM                                    ,Punjab,Health Economics                                                                                    
01PB021900,Ms. Bhawna Garg,2010,0,UNITED KINGDOM                                    ,Punjab,Financing Health Care                                                                               
01PB022600,Dr. Zade Vijay Namdeorao,2013,52,UNITED KINGDOM                                    ,Punjab,M Sc in Public Management & Governance                                                              
01RJ018400,Dr. Bidhu Bhushan Mohanty,1997,52,UNITED KINGDOM                                    ,Rajasthan,M.SC.IN DEV.MGT.IN U.K                                                                              
01RJ018400,Dr. Bidhu Bhushan Mohanty,2007,3,USA                                               ,Rajasthan,Sort Term Training                                                                                  
01RJ018900,Shri Rajiv Mehrishi,1993,52,UNITED KINGDOM                                    ,Rajasthan,U/STRATCLYD M.B.A.                                                                                  
01RJ019000,Shri Arvind Mayaram,2004,2,UNITED KINGDOM                                    ,Rajasthan,COURSE ON MGT.OF TRG.FUNCTIONS                                                                      
01RJ019400,Shri Umrao Salodia,1993,52,UNITED KINGDOM                                    ,Rajasthan,U/READING MA/R.S.D.                                                                                 
01RJ019300,Shri C S Rajan,1992,5,USA                                               ,Rajasthan,MGT-DEV IN AGRL&RD                                                                                  
01RJ019300,Shri C S Rajan,2006,2,USA                                               ,Rajasthan,PUBLIC  PVT. PARTNERSHIPS FOR  INFRASTRUCTURE                                                       
01RJ019403,Shri Ashish Bahuguna,1995,52,UNITED KINGDOM                                    ,Rajasthan,COLOMBO PLAN DEV STUDI                                                                              
01RJ020000,Ms. Nilima Jauhari,1992,52,USA                                               ,Rajasthan,MASON FELL U/HARVARD                                                                                
01RJ020200,Dr. Lalit K Panwar,1997,12,UNITED KINGDOM                                    ,Rajasthan,PUB MGT&POV RED UK                                                                                  
01RJ020200,Dr. Lalit K Panwar,2003,1,NETHERLANDS                                       ,Rajasthan,CONSULTY(ST)WAGENINGEN                                                                              
01RJ020600,Shri Ashok Sampatram,1998,2,ITALY                                             ,Rajasthan,TRG OF TRAINERS(PIM)                                                                                
01RJ020500,Shri Om Prakash Meena,1998,9,UNITED KINGDOM                                    ,Rajasthan,COMM PUB ENTERP MGT UK                                                                              
01RJ020500,Shri Om Prakash Meena,1990,2,NA/OTHERS                                         ,Rajasthan,TRAINING WORKSHOP UNFP                                                                              
01RJ020500,Shri Om Prakash Meena,2002,1,CHINA                                             ,Rajasthan,STUDY TOUR FOR APDIP                                                                                
01RJ020500,Shri Om Prakash Meena,2013,1,GENEVA                                            ,Rajasthan,60th UITP World Congress and Mobility$ City Transport Exhibition scheduled                          
01RJ020900,Shri Gurdial Singh Sandhu,2013,1,ISRAEL                                            ,Rajasthan,Urban Waste Water Programme                                                                         
