cadre,name,year,duration_weeks,idno,training_name
A G M U T,Shri Bhupinder Singh Bhalla,1997,3,01UT019500,"UPAA,NAINITAL                                                                                       "
A G M U T,Shri Bhupinder Singh Bhalla,1999,1,01UT019500,"IIM,BANGALORE                                                                                       "
A G M U T,Shri Jitendra Narayan,1994,2,01UT019800,Trg of Trainers in Panchayati Raj                                                                   
A G M U T,Dr. Gyanendra Dhar Bodgaiyan,1995,1,01UT020500,IIPA DELHI                                                                                          
A G M U T,Dr. Gyanendra Dhar Bodgaiyan,1996,3,01UT020500,JL NEHRU INSTT DEV BAN                                                                              
A G M U T,Dr. Gyanendra Dhar Bodgaiyan,1998,2,01UT020500,INST OF MGT                                                                                         
A G M U T,Shri Subhas Chandra Lal Das,1995,1,01UT021200,SPL.PROG.ON SOCIAL WEL. & POVERTY ALLEVIATION                                                       
A G M U T,Shri Subhas Chandra Lal Das,2002,1,01UT021200,DISASTER MGT.                                                                                       
A G M U T,Shri Subhas Chandra Lal Das,2004,1,01UT021200,TEAM BUILDING                                                                                       
A G M U T,Shri Vikram Dev Dutt,1998,1,01UT021700,HRM NITIE MUMBAI                                                                                    
A G M U T,Shri Vikram Dev Dutt,1998,1,01UT021700,NICFS NEW DELHI                                                                                     
A G M U T,Shri Prashant Goyal,2000,2,01UT021900,COMPULSORY TRG.                                                                                     
A G M U T,Shri Prashant Goyal,2002,1,01UT021900,INFRA.DEV.& FIN.                                                                                    
A G M U T,Shri Prashant Goyal,2003,1,01UT021900,INDIRECT TAXES                                                                                      
A G M U T,Shri Prashant Goyal,2003,1,01UT021900,WTO                                                                                                 
A G M U T,Shri Prashant Goyal,2004,1,01UT021900,QUANTITATIVE METHODS                                                                                
A G M U T,Shri Prashant Goyal,2004,48,01UT021900,PUB.POLICY & MGT.                                                                                   
A G M U T,Shri Hage Kojeen,2000,6,01UT022014,85 IAS nInduction Training Programme at LBSNAA Missoorie                                            
A G M U T,Shri A Anbarasu,2000,1,01UT023400,Training in Corporate Governance at M D I Gurgaon                                                   
A G M U T,Ms. Gitanjali Gupta Kundra,2000,1,01UT023600,Electoral Mgt.& Admn.                                                                               
A G M U T,Ms. Gitanjali Gupta Kundra,2002,1,01UT023600,Electoral Mgt.& Admn.                                                                               
A G M U T,Shri Belatee Pertin,2006,8,01UT024211,IAS Induction Training at LBSNAA Mussorie                                                           
A G M U T,Shri Sudhir Kumar,2007,52,01UT024500,"PG Trg, in Pub & Policy Mgt.                                                                        "
A G M U T,Shri Krishna Mohan Uppu,2013,1,01UT108A01,"Joint Training Programme for IAS,IPA & IFS officers on Natural Resource Management                  "
A G M U T,Shri T M Balakrishnan,2008,1,01UT805007,Mgt. of Envir. & Natural Resources                                                                  
A G M U T,Shri Ved Prakash Rao,E-Governance                                                                                        ,"Institute of Good Governance, Hyderabad                                                             ",01UT807101,0
A G M U T,Shri Cholleti Prabhakar,2008,3,01UT807201,MID CAREER  TRG. PROG.                                                                              
A G M U T,Shri Cholleti Prabhakar,2008,7,01UT807201,Foundation Training of IAS Officers at Mussoorie                                                    
West Bengal,Dr.(Ms.) Nandita Chatterjee,1986,1,01WB026600,"IPE, HYDERABAD                                                                                      "
West Bengal,Dr.(Ms.) Nandita Chatterjee,1987,1,01WB026600,"MIDA, GURGAON                                                                                       "
West Bengal,Dr.(Ms.) Nandita Chatterjee,1988,1,01WB026600,"RIPA, JAIPUR                                                                                        "
West Bengal,Dr.(Ms.) Nandita Chatterjee,1989,4,01WB026600,"ATI, RANCHI                                                                                         "
West Bengal,Dr.(Ms.) Nandita Chatterjee,1991,1,01WB026600,"IIM,BANGALORE                                                                                       "
West Bengal,Dr.(Ms.) Nandita Chatterjee,1992,1,01WB026600,"ASCI, HYDERABAD                                                                                     "
West Bengal,Dr.(Ms.) Nandita Chatterjee,1995,1,01WB026600,"ASCI, HYDERABAD                                                                                     "
West Bengal,Dr.(Ms.) Nandita Chatterjee,1997,1,01WB026600,"NIFPE, NEW DELHI                                                                                    "
West Bengal,Dr.(Ms.) Nandita Chatterjee,2008,4,01WB026600,N.A.                                                                                                
West Bengal,Shri Anil Kumar Agarwal,1990,4,01WB027000,Junior Level                                                                                        
West Bengal,Shri Anil Kumar Agarwal,1995,3,01WB027000,Middle Level                                                                                        
West Bengal,Dr.(Ms.) Tuk Tuk Kumar,1985,1,01WB027100,Health & FW                                                                                         
West Bengal,Dr.(Ms.) Tuk Tuk Kumar,1986,1,01WB027100,Nl.Inst.of Labour                                                                                   
West Bengal,Dr.(Ms.) Tuk Tuk Kumar,1987,1,01WB027100,"NIIT,NEW DELHI                                                                                      "
West Bengal,Dr.(Ms.) Tuk Tuk Kumar,1988,1,01WB027100,IIM CALCUTTA PUB DISTR                                                                              
West Bengal,Dr.(Ms.) Tuk Tuk Kumar,1989,1,01WB027100,COMPUTERS                                                                                           
West Bengal,Dr.(Ms.) Tuk Tuk Kumar,1992,1,01WB027100,IIM  BANGALORE                                                                                      
West Bengal,Dr.(Ms.) Tuk Tuk Kumar,1998,1,01WB027100,COMPUTERS                                                                                           
West Bengal,Dr.(Ms.) Tuk Tuk Kumar,2000,1,01WB027100,Public Policy                                                                                       
West Bengal,Shri Sanjay Mitra,1984,4,01WB027600,LBSNAA MUSS                                                                                         
West Bengal,Shri Sanjay Mitra,2002,2,01WB027600,"CONSULTENCY(ST)IFAD,UL                                                                              "
West Bengal,Shri Sanjay Mitra,2004,1,01WB027600,CONSUL(ST)WORLDBANK WB                                                                              
West Bengal,Shri Trilochan Singh,1994,36,01WB027700,PUB ADMN IN I.I.P.A.                                                                                
West Bengal,Shri Hem Kumar Pande,1985,1,01WB027800,COOPERATIVE ADMN PUNE                                                                               
West Bengal,Shri Hem Kumar Pande,1986,1,01WB027800,EDU POLICY & PLANN ND                                                                               
West Bengal,Shri Hem Kumar Pande,1987,1,01WB027800,ENVIRONMENT NAINITAL                                                                                
West Bengal,Shri Hem Kumar Pande,1990,1,01WB027800,COMPUTER NEW DELHI                                                                                  
West Bengal,Shri Hem Kumar Pande,1994,3,01WB027800,MANAGEMENT BANGALORE                                                                                
West Bengal,Shri Hem Kumar Pande,1996,1,01WB027800,PROJECT MGT HYDERABAD                                                                               
West Bengal,Shri Basudeb Banerjee,1987,1,01WB028200,"MIS&COMPUTER,IPE HYD                                                                                "
West Bengal,Shri Basudeb Banerjee,1988,1,01WB028200,"IIM,AHMEDABAD INDU POL                                                                              "
West Bengal,Shri Basudeb Banerjee,1989,1,01WB028200,"NIBM,PUNE                                                                                           "
West Bengal,Shri Basudeb Banerjee,1990,3,01WB028200,"ATI,RANCHI ENVIRONMENT                                                                              "
West Bengal,Shri Basudeb Banerjee,1994,1,01WB028200,"IIFT,DELHI INTER TRADE                                                                              "
West Bengal,Shri Basudeb Banerjee,1996,3,01WB028200,"LBSNAA, MUSSOORIE                                                                                   "
West Bengal,Shri Sumanta Chaudhuri,1990,1,01WB030600,INST OF ECONOMIC GROWT                                                                              
West Bengal,Shri Sumanta Chaudhuri,1997,3,01WB030600,IIM LUCKNOW                                                                                         
West Bengal,Shri Pawan Kumar Agarwal,1994,3,01WB030800,RIPA JAIPUR                                                                                         
West Bengal,Shri Pawan Kumar Agarwal,1995,12,01WB030800,Information Technology                                                                              
West Bengal,Shri Pawan Kumar Agarwal,1997,1,01WB030800,TERI NEW DELHI                                                                                      
West Bengal,Shri Pawan Kumar Agarwal,2000,4,01WB030800,Oracle 2000 & Developer                                                                             
West Bengal,Shri Talleen Kumar,1996,3,01WB032300,IN SERVICE TRAINING                                                                                 
West Bengal,Shri M Venkateswara Rao,2004,13,01WB033200,SANIT&HEALTH ED.UNICEF                                                                              
West Bengal,Shri Sayeed Ahmed Baba,1995,3,01WB033400,"ATI,MYSORE KARNATAKA                                                                                "
West Bengal,Shri Sayeed Ahmed Baba,1997,1,01WB033400,GOPABANDHU ACAD ADM OR                                                                              
West Bengal,Shri Sayeed Ahmed Baba,1999,1,01WB033400,WTO                                                                                                 
West Bengal,Shri Sayeed Ahmed Baba,2001,1,01WB033400,INTERNET APPLICATIONS                                                                               
West Bengal,Shri Sayeed Ahmed Baba,2005,2,01WB033400,TRG PROG FOR OFFICERS                                                                               
West Bengal,Shri Ajit Ranjan Bardhan,1997,2,01WB033500,HMC RIPA JAIPUR                                                                                     
West Bengal,Shri Atri Bhattacharya,2003,8,01WB033600,"CONSULTANCY(ST)UNDP,WB                                                                              "
West Bengal,Shri S Kishore,1994,2,01WB033900,"NIRD,HYDERABAD                                                                                      "
West Bengal,Shri S Kishore,1997,1,01WB033900,IIRD HYDERABAD                                                                                      
West Bengal,Shri S Kishore,1997,3,01WB033900,RIPA.JAIPUR                                                                                         
West Bengal,Shri S Kishore,1999,1,01WB033900,"C.T.I,FCI,GURGAON                                                                                   "
West Bengal,Shri Anil Verma,1997,3,01WB034100,RIPA JAIPUR                                                                                         
West Bengal,Shri Sanjay Krishnarao Thade,1997,1,01WB034200,Electoral Mgt & Admn.                                                                               
West Bengal,Shri Sanjay Krishnarao Thade,2000,1,01WB034200,Intl.Conference on Health                                                                           
West Bengal,Shri Sanjay Krishnarao Thade,2001,1,01WB034200,IT & E-Goverance                                                                                    
West Bengal,Shri Sanjay Krishnarao Thade,2010,39,01WB034200,36th Adv. Professional Progm. in Pub. Admn.                                                         
West Bengal,Shri Arnab Roy,1999,2,01WB035000,INSERVICE TRAINING IAS                                                                              
West Bengal,Shri Manoj Pant,1999,2,01WB035400, U.P.A.A.NAINITAL                                                                                   
West Bengal,Ms. Nandini Chakravorty,0,2,01WB036700,Junior Level Training                                                                               
West Bengal,Shri Onkar Singh Meena,2003,2,01WB037500,"LBSAA,MUSSOORIE                                                                                     "
West Bengal,Shri Rajeev Kumar,2004,2,01WB037501,JUNIOR LEVEL (6-9) YRS SERVICE                                                                      
West Bengal,Dr.(Ms.) Archana,0,0,01WB039001,Training in Self Help Groups                                                                        
West Bengal,Dr.(Ms.) Rashmi Kamal,2010,1,01WB040800,Combating Trafficking in Women & Children scheduled                                                 
West Bengal,Shri Khalendra Mochhary,2010,8,01WB809005,108th Induction Training Programme                                                                  
cadre,name,year,duration_weeks,idno,training_name
Assam Meghalaya,Shri H M Cairae,2004,39,01AM015000,"IIPA,N.D.PUBLIC ADMN                                                                                "
Assam Meghalaya,Shri B. K. Dev Varma,1984,8,01AM016100,IIPA ND                                                                                             
Assam Meghalaya,Shri Jitesh Khosla,1987,4,01AM015700,MIDA PUNE POVERTY ALLV                                                                              
Assam Meghalaya,Shri Anup Kumar Thakur,1985,1,01AM015600,POLICY PLG & ATIR ANAL                                                                              
Assam Meghalaya,Shri Anup Kumar Thakur,1985,2,01AM015600,IIPA ND  COMPUTERS                                                                                  
Assam Meghalaya,Shri Anup Kumar Thakur,1986,1,01AM015600,"IIMB,DEVLOP.BANKING                                                                                 "
Assam Meghalaya,Shri Anup Kumar Thakur,1987,4,01AM015600,"HPIPA,PROG.IMPLEMENTAT                                                                              "
Assam Meghalaya,Shri Anup Kumar Thakur,1990,1,01AM015600,"ASCI,HYD MGT LEVEL PRJ                                                                              "
Assam Meghalaya,Shri Anup Kumar Thakur,1993,1,01AM015600,"ASCI,HYD PROJ MGT ADVN                                                                              "
Assam Meghalaya,Shri Anup Kumar Thakur,1993,1,01AM015600,POWER PARTICIPATIO                                                                                  
Assam Meghalaya,Shri Anup Kumar Thakur,1999,2,01AM015600,"LBSNAA, SR LEVEL PROG                                                                               "
Assam Meghalaya,Shri Suresh Chandra Panda,2003,36,01AM017100,Master Diploma in Public Admn                                                                       
Assam Meghalaya,Shri Suresh Chandra Panda,2007,1,01AM017100,IIM Banglore                                                                                        
Assam Meghalaya,Shri Anoop Kumar Srivastava,1986,1,01AM017000,"IPE HYD,MGT.CONC.& DMT                                                                              "
Assam Meghalaya,Shri Anoop Kumar Srivastava,1987,1,01AM017000,"ATI,RANCHI                                                                                          "
Assam Meghalaya,Shri Anoop Kumar Srivastava,1987,1,01AM017000,"IIFT,ND;ORI.PRO.I.B.M                                                                               "
Assam Meghalaya,Shri Anoop Kumar Srivastava,1987,1,01AM017000,"ASCI,BV,HYD,STRG.MGT.                                                                               "
Assam Meghalaya,Shri Anoop Kumar Srivastava,1988,4,01AM017000,"ATI,NAINITAL                                                                                        "
Assam Meghalaya,Shri Anoop Kumar Srivastava,1989,1,01AM017000,"NIC,ND,MIS&COMP.APPL.                                                                               "
Assam Meghalaya,Shri Anoop Kumar Srivastava,1994,2,01AM017000,LBSNAAM;LIBERAL.H.FACE                                                                              
Assam Meghalaya,Shri Anoop Kumar Srivastava,1996,1,01AM017000,"NIC,ND;COMPUTER APPLIC                                                                              "
Assam Meghalaya,Shri Subhash Chandra Das,1985,1,01AM016800,Policy Planning& Analysis                                                                           
Assam Meghalaya,Shri Subhash Chandra Das,1986,1,01AM016800,"MIS & Computer Appliction In Govt, Level-I                                                          "
Assam Meghalaya,Shri Subhash Chandra Das,1987,1,01AM016800,Urban Dev                                                                                           
Assam Meghalaya,Shri Subhash Chandra Das,1989,4,01AM016800,Junior Leval                                                                                        
Assam Meghalaya,Shri Subhash Chandra Das,1998,1,01AM016800,Financial Sector Reforms                                                                            
Assam Meghalaya,Shri Subhash Chandra Das,2000,2,01AM016800,Senior Leval                                                                                        
Assam Meghalaya,Shri Subhash Chandra Das,2005,1,01AM016800,Strstegic Leadership for policy makers                                                              
Assam Meghalaya,Shri Subhash Chandra Das,2008,4,01AM016800,Governance Challenges for India                                                                     
Assam Meghalaya,Shri Kuljit Singh Kropha,1986,1,01AM018000,MGT CONCEPTS &DECISION                                                                              
Assam Meghalaya,Shri Kuljit Singh Kropha,1987,1,01AM018000,PRODUCTIVITY IN GOVT.                                                                               
Assam Meghalaya,Shri Kuljit Singh Kropha,1987,1,01AM018000,INTNL BUSINESS MGT                                                                                  
Assam Meghalaya,Shri Kuljit Singh Kropha,1988,1,01AM018000,DM-SP WORLSHOP                                                                                      
Assam Meghalaya,Shri Kuljit Singh Kropha,1989,1,01AM018000,AGR & RURAL DEVELOPMT                                                                               
Assam Meghalaya,Shri Kuljit Singh Kropha,1990,1,01AM018000,JR LEVEL MGT TRAINING                                                                               
Assam Meghalaya,Shri Kuljit Singh Kropha,1993,1,01AM018000,ENERGY & DEVELOPMENT                                                                                
Assam Meghalaya,Shri Kuljit Singh Kropha,1996,1,01AM018000,MID TERM REVIEW REFORM                                                                              
Assam Meghalaya,Shri Kuljit Singh Kropha,1999,1,01AM018000,HEALTH POLICY PLG&MGT                                                                               
Assam Meghalaya,Shri Kuljit Singh Kropha,2002,47,01AM018000,NL DEFENCE COLLEGE ND                                                                               
Assam Meghalaya,Shri V B Pyarelal,2003,36,01AM018300,PUBLIC ADMN                                                                                         
Assam Meghalaya,Shri Kamal Kant Mittal,1987,1,01AM018100,FISCAL POLICY                                                                                       
Assam Meghalaya,Shri Kamal Kant Mittal,1988,1,01AM018100,COMPUTER TRG NIC                                                                                    
Assam Meghalaya,Shri Kamal Kant Mittal,1989,1,01AM018100,NL INST OF HEALTH&FW                                                                                
Assam Meghalaya,Shri Kamal Kant Mittal,1994,3,01AM018100,LBSNAA MUSSOORIE                                                                                    
Assam Meghalaya,Shri P B O Warjri,1985,1,01AM014901,MH INST DEV STUDIES                                                                                 
Assam Meghalaya,Shri P B O Warjri,1986,4,01AM014901,TRAINING                                                                                            
Assam Meghalaya,Shri Jagdish Prasad Meena,2005,39,01AM018700,31st APPPA Course                                                                                   
Assam Meghalaya,Shri Davinder Kumar,1988,1,01AM019000,"SVPNPA,HYD TERRORISM                                                                                "
Assam Meghalaya,Shri Davinder Kumar,1989,1,01AM019000,"CMC,MIS&COMPT. APPL LV                                                                              "
Assam Meghalaya,Shri Davinder Kumar,1991,3,01AM019000,"HCM RSIPA,JAIPUR JR.LV                                                                              "
Assam Meghalaya,Shri Davinder Kumar,2000,2,01AM019000,"UPAA,NAINITAL MIDDLE                                                                                "
Assam Meghalaya,Shri Davinder Kumar,2001,1,01AM019000,"U/NL LAW SCHOOLB,ADMN                                                                               "
Assam Meghalaya,Shri Davinder Kumar,2002,2,01AM019000,"NIC,N.D COMPUT&INTERNT                                                                              "
Assam Meghalaya,Shri Davinder Kumar,2003,1,01AM019000,"NIC,COMPUTER&INTERNET                                                                               "
Assam Meghalaya,Shri Davinder Kumar,2003,1,01AM019000,"IDSA,N.D ORIENTON NL S                                                                              "
Assam Meghalaya,Shri Davinder Kumar,2003,2,01AM019000,CIVIL -MILITRY INTERFACE                                                                            
Assam Meghalaya,Shri Davinder Kumar,2005,48,01AM019000,NL SECURITY & STRATEGIC                                                                             
Assam Meghalaya,Shri Davinder Kumar,2006,1,01AM019000,ADVANCE COURSE ON WJO                                                                               
Assam Meghalaya,Shri Alok Kumar,2005,39,01AM018900,31st APPPA COURSE                                                                                   
Assam Meghalaya,Shri Ajay Kumar Bhalla,1993,3,01AM019100,"LBSNAA,MUSSOORIE PUB                                                                                "
Assam Meghalaya,Shri Ajay Kumar Bhalla,1998,2,01AM019100,"UPAA,NAINITAL MIDDLE                                                                                "
Assam Meghalaya,Shri Ajay Kumar Bhalla,2007,39,01AM019100,33rd APPPA                                                                                          
Assam Meghalaya,Shri Shyam Lal Mewara,1990,1,01AM019200,TERI DELHI TATA ENERGY                                                                              
Assam Meghalaya,Shri Shyam Lal Mewara,1991,3,01AM019200,SPIPA AHEMDABAD                                                                                     
Assam Meghalaya,Shri Prashant Naik,1998,3,01AM019300,Management in Govt.                                                                                 
Assam Meghalaya,Shri K V Eapen,1989,1,01AM019400,INTNL. TRADE                                                                                        
Assam Meghalaya,Shri K V Eapen,1991,3,01AM019400,JUNIOR LEVEL TRG                                                                                    
Assam Meghalaya,Shri K V Eapen,1993,58,01AM019400,MDI GURGAON NL MGT PRO                                                                              
Assam Meghalaya,Shri K V Eapen,1995,3,01AM019400,MIDDLE LEVEL TRG                                                                                    
Assam Meghalaya,Shri K V Eapen,1999,1,01AM019400,MS 97&INTERNET APPLIC.                                                                              
Assam Meghalaya,Shri K V Eapen,2001,1,01AM019400,ADVANCE COURSE WTO                                                                                  
Assam Meghalaya,Shri K V Eapen,2002,1,01AM019400,ADVANCECOURSE WTO                                                                                   
Assam Meghalaya,Shri K V Eapen,2005,1,01AM019400,Infrastructure Dev & Financing                                                                      
Assam Meghalaya,Shri Rajiv Kumar Bora,1989,1,01AM019700,DEVP.ADMINISTRATION                                                                                 
Assam Meghalaya,Shri Rajiv Kumar Bora,1992,3,01AM019700,JR.LEVEL PROGRAMME                                                                                  
Assam Meghalaya,Shri Rajiv Kumar Bora,2000,2,01AM019700,MIDDLE LEVEL TRG                                                                                    
Assam Meghalaya,Shri Rajiv Kumar Bora,2005,2,01AM019700,IN SERVICE TRG PROG                                                                                 
Assam Meghalaya,Shri Rajiv Kumar Bora,2005,2,01AM019700,PROG.ON NL SECURITY                                                                                 
Assam Meghalaya,Shri Saraswati Prasad,1990,1,01AM020000,"IIM,CALCUTTA PUB.ENTER                                                                              "
Assam Meghalaya,Shri Saraswati Prasad,1994,3,01AM020000,"AASC,GUWAHATI TRG.IAS                                                                               "
Assam Meghalaya,Shri Saraswati Prasad,2000,1,01AM020000,"IIFT,N.D WTO&TRADE REG                                                                              "
Assam Meghalaya,Shri Saraswati Prasad,2000,1,01AM020000,"AASC,GUWAHATI COMPUTER                                                                              "
Assam Meghalaya,Shri Saraswati Prasad,2004,48,01AM020000,NL.DEF.C N.D DEF/SECTY                                                                              
Assam Meghalaya,Shri V S Bhaskar,1990,1,01AM019800,ADMN.URBAN AREAS                                                                                    
Assam Meghalaya,Shri V S Bhaskar,1992,3,01AM019800,PUBLIC ADMN                                                                                         
Assam Meghalaya,Shri V S Bhaskar,2001,2,01AM019800,GOVERNANCE MILLENNIUM                                                                               
Assam Meghalaya,Shri Hector Marwein,1994,3,01AM020400,ASSAM ADMN STAFF CL                                                                                 
Assam Meghalaya,Shri Kumar Sanjay Krishna,1989,1,01AM020500,MIS & Comp. Applications                                                                            
Assam Meghalaya,Shri Kumar Sanjay Krishna,1993,3,01AM020500,Refresher Course for IAS                                                                            
Assam Meghalaya,Shri Kumar Sanjay Krishna,1997,1,01AM020500,Restucturing of Indian Economy                                                                      
Assam Meghalaya,Shri Kumar Sanjay Krishna,1999,2,01AM020500,Genl.Mgt.of Public Policy                                                                           
Assam Meghalaya,Shri Kumar Sanjay Krishna,2000,1,01AM020500,M.D.P.on WTO and the New Trade Regime                                                               
Assam Meghalaya,Shri Kumar Sanjay Krishna,2008,1,01AM020500,Quantitative & Operational Methods in Public Policy                                                 
Assam Meghalaya,Shri Sanjeeva Kumar,1994,1,01AM020600,DISASTER MANAGEMENT                                                                                 
Assam Meghalaya,Shri Sanjeeva Kumar,1995,3,01AM020600,ATI NAINITAL                                                                                        
Assam Meghalaya,Shri Ravi Capoor,1996,3,01AM020800,ATI NAINITAL                                                                                        
Assam Meghalaya,Shri Ravi Capoor,2004,48,01AM020800,NL.DEF.C N.D DEF/SECTY                                                                              
Assam Meghalaya,Shri Nandan Singh Samant,1992,6,01AM020700,IIPA NEW DELHI                                                                                      
Assam Meghalaya,Shri Nandan Singh Samant,1994,3,01AM020700,ATI MYSORE                                                                                          
Assam Meghalaya,Shri Nandan Singh Samant,1995,2,01AM020700,ISA MOUNT ABU                                                                                       
Assam Meghalaya,Shri Nandan Singh Samant,1998,1,01AM020700,IIM BANGALORE                                                                                       
Assam Meghalaya,Shri Nandan Singh Samant,2003,48,01AM020700,NL.DEF.COLLEGE N.DELHI                                                                              
Assam Meghalaya,Dr. Ajay Kumar Singh,2005,2,01AM021400,Trg in Project Mgt                                                                                  
Assam Meghalaya,Shri K Narayana Kumar,1992,2,01AM021700,NIRD HYD                                                                                            
Assam Meghalaya,Shri K Narayana Kumar,1993,1,01AM021700,ASC HYD                                                                                             
Assam Meghalaya,Shri K Narayana Kumar,1996,1,01AM021700,TERI GOA                                                                                            
Assam Meghalaya,Shri K Narayana Kumar,1997,4,01AM021700,LBSNAA MUSSOORIE                                                                                    
Assam Meghalaya,Dr. Shreeranjan,1989,1,01AM020100,MIS COMPUTER APPLICTN                                                                               
Assam Meghalaya,Dr. Shreeranjan,1992,1,01AM020100,NL INST MKTG MGT PUNE                                                                               
Assam Meghalaya,Dr. Shreeranjan,1994,1,01AM020100,ASC GUWAHATI                                                                                        
Assam Meghalaya,Dr. Shreeranjan,1995,1,01AM020100,ASC GUWAHATI                                                                                        
Assam Meghalaya,Shri Jishnu Barua,,3,01AM021900,"AASC,GUWAHATI PUB.ADMN                                                                              "
Assam Meghalaya,Shri Jishnu Barua,,2,01AM021900,"LBSNAA,MUSSORIE PUB AD                                                                              "
Assam Meghalaya,Shri Jishnu Barua,1994,1,01AM021900,"NIC&FS,MHA HUMAN RIGHT                                                                              "
Assam Meghalaya,Shri Jishnu Barua,1998,1,01AM021900,"HSMI,N.D TACKLING U.D                                                                               "
Assam Meghalaya,Shri Jishnu Barua,2000,1,01AM021900,"NIFM,FARIDABAD E-TECHN                                                                              "
Assam Meghalaya,Shri Jishnu Barua,2005,48,01AM021900,46th N D C Cource                                                                                   
Assam Meghalaya,Shri Jishnu Barua,2010,1,01AM021900,Leadership Dev. Programme At IIM Indore                                                             
Assam Meghalaya,Shri Maninder Singh,2009,1,01AM022400,Training programme in IIM Banglore                                                                  
Assam Meghalaya,Shri Praveen Kumar Srivastava,1995,3,01AM022300,AASC GUWAHATI                                                                                       
Assam Meghalaya,Shri Praveen Kumar Srivastava,2000,1,01AM022300,IIFT ND WTO&NEW TRADE                                                                               
Assam Meghalaya,Shri Sameer Kumar Khare,1989,36,01AM022500,LBSNAA MUSSOORIE                                                                                    
Assam Meghalaya,Shri Sameer Kumar Khare,1990,6,01AM022500,TREASURY ADMN                                                                                       
Assam Meghalaya,Shri Sameer Kumar Khare,1990,2,01AM022500,ASC GUWAHATI                                                                                        
Assam Meghalaya,Shri Sameer Kumar Khare,1991,6,01AM022500,SURVEY & SETTLEMENT                                                                                 
Assam Meghalaya,Shri Sameer Kumar Khare,1991,4,01AM022500,ASC GUWAHATI                                                                                        
Assam Meghalaya,Shri Sameer Kumar Khare,1991,9,01AM022500,LBSNAA MUSSOORIE                                                                                    
Assam Meghalaya,Shri Sameer Kumar Khare,1994,1,01AM022500,HUMAN SETTLGT INST ND                                                                               
Assam Meghalaya,Shri Sameer Kumar Khare,1996,3,01AM022500,IPA RAJASTHAN                                                                                       
Assam Meghalaya,Shri Sameer Kumar Khare,1997,1,01AM022500,ASC GUWAHATI                                                                                        
Assam Meghalaya,Shri Paban Kumar Borthakur,2000,1,01AM022701,MDP on Managing through E-Techniques                                                                
Assam Meghalaya,Shri Paban Kumar Borthakur,2005,1,01AM022701,Technical inputs for non-technical executives in power sector                                       
Assam Meghalaya,Shri Pankaj Jain,1995,1,01AM023000,AASC GUWAHATI                                                                                       
Assam Meghalaya,Shri Pankaj Jain,1996,3,01AM023000,HPIPA HIMACHAL PREDESH                                                                              
Assam Meghalaya,Shri Pankaj Jain,2004,10,01AM023000,CONSULTANCY(ST)UNIDO                                                                                
Assam Meghalaya,Shri Syedain Abbasi,1998,2,01AM023100,FINCL MGT PROJECT MGT                                                                               
Assam Meghalaya,Shri Syedain Abbasi,2003,2,01AM023100,World bank Procurement Procedures                                                                   
Assam Meghalaya,Shri Hemanta Narzary,1994,1,01AM023300,Human Rights Seminars                                                                               
Assam Meghalaya,Shri Hemanta Narzary,2006,2,01AM023300,Joint Civil Militry                                                                                 
Assam Meghalaya,Shri Hemanta Narzary,2007,1,01AM023300,Management of Environment and National Resources New Delhi                                          
Assam Meghalaya,Shri Hemanta Narzary,2007,1,01AM023300,Participated Indo Bangla talks                                                                      
Assam Meghalaya,Shri Vijayendra,1999,2,01AM023500,TRAINING                                                                                            
Assam Meghalaya,Shri Kailash Chand Samria,2000,2,01AM024300,"YCADA,PUNE JR.LEVEL TG                                                                              "
Assam Meghalaya,Shri Kailash Chand Samria,2001,1,01AM024300,"IIPA,N.D PLG DISASTER                                                                               "
Assam Meghalaya,Shri Kailash Chand Samria,2002,1,01AM024300,"NISA,CISF HYD DISASTER                                                                              "
Assam Meghalaya,Shri Donald Philips Wahlang,2000,2,01AM024400,"YCADA,PUNE PUBLIC ADMN                                                                              "
Assam Meghalaya,Shri Sanjay Lohiya,2002,2,01AM024500,Junior Level                                                                                        
Assam Meghalaya,Shri Sanjay Lohiya,2006,2,01AM024500,Training of world bank Procrement Procedure                                                         
Assam Meghalaya,Shri Sanjay Lohiya,2008,1,01AM024500,E- governance Opportunities& chellenges                                                             
Assam Meghalaya,Shri Niraj Verma,2007,52,01AM024600,PG TRG IN PUB & POLI. MGT                                                                           
Assam Meghalaya,Shri A. P. Das Joshi,2002,2,01AM024700,"IIMB, JR.LEVEL TRAINIG                                                                              "
Assam Meghalaya,Shri Samir Kumar Sinha,1998,1,01AM024800,ASC GUWAHATI                                                                                        
Assam Meghalaya,Shri Samir Kumar Sinha,2007,52,01AM024800,PG Prog. in Public Mgt & Policy                                                                     
Assam Meghalaya,Shri Krishna Kumar Dwivedi,2008,1,01AM026000,WTO New Trad4e Regime                                                                               
Assam Meghalaya,Shri Krishna Kumar Dwivedi,2009,1,01AM026000,Advance Course on WTO                                                                               
Assam Meghalaya,Shri Manish Thakur,2004,2,01AM026600,JUNIOR LEVEL TRAINING                                                                               
Assam Meghalaya,Dr. M Angamuthu,200,1,01AM027400,RTI workshop                                                                                        
Assam Meghalaya,Dr. M Angamuthu,2007,1,01AM027400,UNDP-DOPT Workshop                                                                                  
Assam Meghalaya,Dr. M Angamuthu,2007,1,01AM027400,Malaria Mgt. Workshop                                                                               
Assam Meghalaya,Dr. M Angamuthu,2009,1,01AM027400,National Security Module                                                                            
