ID,Name,Service,Cadre,Reference_Value,Qualification,Subject,Division,Source
OR023000,Dr. Nikunja Kishore Sundaray,Indian Administrative Service,Odisha,8,Master of Laws,International Banking and Finance Law,Pass with Merit,Supremo
OR023000,Dr. Nikunja Kishore Sundaray,Indian Administrative Service,Odisha,10,P.G.,Intnl.law,Pass,Supremo
OR023100,Shri Tuhin Kanta Pandey,Indian Administrative Service,Odisha,0,B.A. Honours,English,First,Supremo
OR023100,Shri Tuhin Kanta Pandey,Indian Administrative Service,Odisha,2,M.A.,Economics,First,Supremo
OR023100,Shri Tuhin Kanta Pandey,Indian Administrative Service,Odisha,4,M.B.A.,Management,First with Distinction,Supremo
OR023101,Shri Rajkumar Sharma,Indian Administrative Service,Odisha,0,Graduate,Economics,First,Supremo
OR023101,Shri Rajkumar Sharma,Indian Administrative Service,Odisha,2,P.G.,Business Admn.,First,Supremo
OR023101,Shri Rajkumar Sharma,Indian Administrative Service,Odisha,4,P.G.,Economics,First,Supremo
OR023200,Shri Rajesh Verma,Indian Administrative Service,Odisha,0,Graduate,Electrical Engg.,First,Supremo
MN011800,Shri Barun Mitra,Indian Administrative Service,Manipur,0,Graduate,History,First,Supremo
MN011800,Shri Barun Mitra,Indian Administrative Service,Manipur,2,P.G.,Medieval Indian History,First,Supremo
MN011800,Shri Barun Mitra,Indian Administrative Service,Manipur,4,PG Diploma,Patents Law,First,Supremo
MN011800,Shri Barun Mitra,Indian Administrative Service,Manipur,6,LL.B.,Law,First,Supremo
MH038000,Shri R A Rajeev,Indian Administrative Service,Maharashtra,0,Graduate,Political Sc.,Second,Supremo
MH038000,Shri R A Rajeev,Indian Administrative Service,Maharashtra,2,P.G.,Public Admn,First,Supremo
MH038200,Shri Ashwani Kumar,Indian Administrative Service,Maharashtra,0,B.E.,Mech.engg.,First,Supremo
MH038200,Shri Ashwani Kumar,Indian Administrative Service,Maharashtra,2,M.B.A.,Business Admn.,First,Supremo
MH038300,Shri Vijay Kumar Gautam,Indian Administrative Service,Maharashtra,0,Graduate,Physics,First,Supremo
MH038500,Ms. Sujata Saunik,Indian Administrative Service,Maharashtra,0,Graduate,Political Sc.,-,Supremo
MH038500,Ms. Sujata Saunik,Indian Administrative Service,Maharashtra,2,P.G.,History,-,Supremo
MH038500,Ms. Sujata Saunik,Indian Administrative Service,Maharashtra,4,B.A.,History,First,Supremo
MH038500,Ms. Sujata Saunik,Indian Administrative Service,Maharashtra,6,M.A.,History,Gold Medallist,Supremo
MH038501,Shri Manoj Saunik,Indian Administrative Service,Maharashtra,0,Graduate,Political Sc.,First,Supremo
MH038501,Shri Manoj Saunik,Indian Administrative Service,Maharashtra,2,P.G.,Political Sc.,First,Supremo
KN027400,Shri Ajai Seth,Indian Administrative Service,Karnataka,0,Certificate,Computers,First,Supremo
KN027400,Shri Ajai Seth,Indian Administrative Service,Karnataka,2,Graduate,Mech.engg.,First,Supremo
KN027400,Shri Ajai Seth,Indian Administrative Service,Karnataka,4,PG Diploma,Fincl Mgt,Ordinary,Supremo
KN027400,Shri Ajai Seth,Indian Administrative Service,Karnataka,6,Master in Business Administration,Business Admn.,Gold Medallist,Supremo
KN027500,Shri Rajeev Chawla,Indian Administrative Service,Karnataka,0,Graduate,Electrical Engg.,Ordinary,Supremo
KN027600,Dr. Sandeep Dave,Indian Administrative Service,Karnataka,0,Graduate,History,Second,Supremo
KN027600,Dr. Sandeep Dave,Indian Administrative Service,Karnataka,2,P.G.,History,Second,Supremo
KN027600,Dr. Sandeep Dave,Indian Administrative Service,Karnataka,4,P.G.,Intnl Trade.,First,Supremo
KN027600,Dr. Sandeep Dave,Indian Administrative Service,Karnataka,6,Ph. D.,Dev Studies,Pass,Supremo
KN027700,Ms. G Kalpana,Indian Administrative Service,Karnataka,0,Graduate,English,First,Supremo
KN027700,Ms. G Kalpana,Indian Administrative Service,Karnataka,2,P.G.,English,First,Supremo
KN027700,Ms. G Kalpana,Indian Administrative Service,Karnataka,4,P.G.,History,First,Supremo
KN027700,Ms. G Kalpana,Indian Administrative Service,Karnataka,6,P.G.,Public Policy,Ordinary,Supremo
KN027800,Ms. V Manjula,Indian Administrative Service,Karnataka,0,Graduate,Chemistry,First,Supremo
KN027800,Ms. V Manjula,Indian Administrative Service,Karnataka,2,P.G.,Chemistry,First,Supremo
KN027900,Shri B H Anil Kumar,Indian Administrative Service,Karnataka,0,P.G.,Science,Ordinary,Supremo
KN028000,Shri M Lakshminarayana,Indian Administrative Service,Karnataka,0,Graduate,History,Ordinary,Supremo
KN028000,Shri M Lakshminarayana,Indian Administrative Service,Karnataka,2,Graduate,Law,Ordinary,Supremo
KN028000,Shri M Lakshminarayana,Indian Administrative Service,Karnataka,4,P.G.,Economics,Ordinary,Supremo
JK007500,Shri Sudhanshu Pandey,Indian Administrative Service,Jammu & Kashmir,0,Diploma,Business Admn.,Second,Supremo
JK007500,Shri Sudhanshu Pandey,Indian Administrative Service,Jammu & Kashmir,2,Graduate,Botany,First,Supremo
JK007500,Shri Sudhanshu Pandey,Indian Administrative Service,Jammu & Kashmir,4,M.B.A.,Intrntl Finance,Second,Supremo
JK007500,Shri Sudhanshu Pandey,Indian Administrative Service,Jammu & Kashmir,6,P.G.,Botany,First,Supremo
JK007600,Shri Pradip Kumar Tripathi,Indian Administrative Service,Jammu & Kashmir,0,Graduate,Civil Engg,First,Supremo
JK007600,Shri Pradip Kumar Tripathi,Indian Administrative Service,Jammu & Kashmir,2,P.G.,Structural Engg,First,Supremo
JK007600,Shri Pradip Kumar Tripathi,Indian Administrative Service,Jammu & Kashmir,4,M.Phil.,Defence & Strategic Studies,First,Supremo
KL017200,Dr. Pradeep Kumar,Indian Administrative Service,Kerala,0,B.Tech.,Electronics,First,Supremo
KL017200,Dr. Pradeep Kumar,Indian Administrative Service,Kerala,2,M.B.A.,Business Mgt,First,Supremo
KL017200,Dr. Pradeep Kumar,Indian Administrative Service,Kerala,4,PG Diploma,Management,First,Supremo
KL017200,Dr. Pradeep Kumar,Indian Administrative Service,Kerala,6,PG Diploma,Public Admn,First,Supremo
KL017200,Dr. Pradeep Kumar,Indian Administrative Service,Kerala,8,M.Phil.,Social Sciences,First,Supremo
KL017200,Dr. Pradeep Kumar,Indian Administrative Service,Kerala,10,PG Diploma,N.A.,First,Supremo
KL017200,Dr. Pradeep Kumar,Indian Administrative Service,Kerala,12,Ph. D.,Transportation,-,Supremo
KL017400,Dr. V P Joy,Indian Administrative Service,Kerala,0,B.Tech.,Electronics,First Rank,Supremo
KL017400,Dr. V P Joy,Indian Administrative Service,Kerala,2,M.B.A.,Public Service,First with Distinction,Supremo
KL017400,Dr. V P Joy,Indian Administrative Service,Kerala,4,M.Phil.,Social Sciences,First with Distinction,Supremo
KL017400,Dr. V P Joy,Indian Administrative Service,Kerala,6,PG Diploma,Public Admn,-,Supremo
KL017400,Dr. V P Joy,Indian Administrative Service,Kerala,8,Ph. D.,Energy & Environmental Policy,-,Supremo
KL017500,Shri Satyajeet Rajan,Indian Administrative Service,Kerala,0,Diploma,Finance,Ordinary,Supremo
KL017500,Shri Satyajeet Rajan,Indian Administrative Service,Kerala,2,Graduate,Physics,First,Supremo
KL017500,Shri Satyajeet Rajan,Indian Administrative Service,Kerala,4,B.Sc.,Physics,First,Supremo
KL017500,Shri Satyajeet Rajan,Indian Administrative Service,Kerala,6,M.B.A.,Finance,First,Supremo
KL017600,Shri T K Manoj Kumar,Indian Administrative Service,Kerala,0,B.Tech.,Mech.engg.,Second,Supremo
UP057700,Shri Sanjiv Kumar Mittal,Indian Administrative Service,Uttar Pradesh,0,B.Tech.,Electrical Engg.,First,Supremo
UP057800,Shri Rama Raman,Indian Administrative Service,Uttar Pradesh,0,Graduate,Electronics Engg,First,Supremo
UP057900,Shri Mahesh Kumar Gupta,Indian Administrative Service,Uttar Pradesh,0,Graduate,Electrical Engg.,First,Supremo
UP057900,Shri Mahesh Kumar Gupta,Indian Administrative Service,Uttar Pradesh,2,P.G.,Electrical Engg.,First,Supremo
UP057900,Shri Mahesh Kumar Gupta,Indian Administrative Service,Uttar Pradesh,4,B.Tech.,Electrical Engg.,First,Supremo
UP057900,Shri Mahesh Kumar Gupta,Indian Administrative Service,Uttar Pradesh,6,M.Tech.,Electrical Engg.,First,Supremo
UP058000,Ms. Renuka Kumar,Indian Administrative Service,Uttar Pradesh,0,Graduate,English Lit,First,Supremo
UP058000,Ms. Renuka Kumar,Indian Administrative Service,Uttar Pradesh,2,P.G.,Sociology,First,Supremo
UP058100,Shri Avanish K Awasthi,Indian Administrative Service,Uttar Pradesh,0,Graduate,Electrical Engg.,First,Supremo
UP058200,Shri Debasish Panda,Indian Administrative Service,Uttar Pradesh,0,M.Sc.,Physics,First,Supremo
UP058200,Shri Debasish Panda,Indian Administrative Service,Uttar Pradesh,2,M.Phil.,Environmental Science,First,Supremo
UP058200,Shri Debasish Panda,Indian Administrative Service,Uttar Pradesh,4,P.G.,Dev Mgt,Pass,Supremo
UP058400,Shri Arun Singhal,Indian Administrative Service,Uttar Pradesh,0,Graduate,Electrical Engg.,First,Supremo
UP058400,Shri Arun Singhal,Indian Administrative Service,Uttar Pradesh,2,P.G.,Electrical Engg.,First,Supremo
UP058500,Ms. Leena Nandan,Indian Administrative Service,Uttar Pradesh,0,Graduate,English,First,Supremo
UP058500,Ms. Leena Nandan,Indian Administrative Service,Uttar Pradesh,2,P.G.,Dev Mgt,Second,Supremo
UP058600,Shri P V Jagan Mohan,Indian Administrative Service,Uttar Pradesh,0,B.Sc.,Botany,Second,Supremo
UP058600,Shri P V Jagan Mohan,Indian Administrative Service,Uttar Pradesh,2,LL.B.,Law,Second,Supremo
UP058600,Shri P V Jagan Mohan,Indian Administrative Service,Uttar Pradesh,4,M.A.,Economics,Pass,Supremo
UP058600,Shri P V Jagan Mohan,Indian Administrative Service,Uttar Pradesh,6,M.A.,Tamil,Pass,Supremo
UP058600,Shri P V Jagan Mohan,Indian Administrative Service,Uttar Pradesh,8,PG Diploma,Pers.Mgt.,Pass,Supremo
UP058601,Shri Sanjeev Dubey,Indian Administrative Service,Uttar Pradesh,0,Graduate,Physics,First,Supremo
UP058700,Shri Hemant Rao,Indian Administrative Service,Uttar Pradesh,0,Graduate,Civil Engg,First,Supremo
UP058701,Shri Jiwesh Nandan,Indian Administrative Service,Uttar Pradesh,0,Graduate,Electrical Engg.,First,Supremo
UP058702,Shri Sunil Kumar,Indian Administrative Service,Uttar Pradesh,0,Graduate,Political Sc.,First,Supremo
UP058702,Shri Sunil Kumar,Indian Administrative Service,Uttar Pradesh,2,P.G.,Sociology,First,Supremo
SK003200,Shri Gyan Prakash Upadhyaya,Indian Administrative Service,Sikkim,0,Graduate,Civil Engg,First,Supremo
SK003200,Shri Gyan Prakash Upadhyaya,Indian Administrative Service,Sikkim,2,P.G.,Structural Engg,First,Supremo
SK003200,Shri Gyan Prakash Upadhyaya,Indian Administrative Service,Sikkim,4,M.A.,Public Admn,-,Supremo
SK003300,Shri Arun Kumar Yadav,Indian Administrative Service,Sikkim,0,B.Tech.,Electrical Engg.,First,Supremo
SK003300,Shri Arun Kumar Yadav,Indian Administrative Service,Sikkim,2,PG Diploma,Public Admn,First,Supremo
SK003400,Dr. K Jayakumar,Indian Administrative Service,Sikkim,0,B.E.,Mech.engg.,-,Supremo
SK003400,Dr. K Jayakumar,Indian Administrative Service,Sikkim,2,P.G.,Management,-,Supremo
SK003400,Dr. K Jayakumar,Indian Administrative Service,Sikkim,4,M.Tech.,Mech.engg.,-,Supremo
SK003400,Dr. K Jayakumar,Indian Administrative Service,Sikkim,6,Ph. D.,Engineeriing,-,Supremo
TG034700,Shri Rajiv Ranjan Mishra,Indian Administrative Service,Telangana,0,Graduate,Mech.engg.,First,Supremo
TG035001,Ms. Vasudha Mishra,Indian Administrative Service,Telangana,0,Graduate,Botany,First,Supremo
TG035001,Ms. Vasudha Mishra,Indian Administrative Service,Telangana,2,P.G.,Botany,First,Supremo
TR011600,Shri Lalit Kumar Gupta,Indian Administrative Service,Tripura,0,Diploma,Cost Acct,Ordinary,Supremo
TR011600,Shri Lalit Kumar Gupta,Indian Administrative Service,Tripura,2,Graduate,Commerce,First,Supremo
TR011600,Shri Lalit Kumar Gupta,Indian Administrative Service,Tripura,4,P.G.,Business Admn.,First,Supremo
TR012100,Dr. G S G Ayyangar,Indian Administrative Service,Tripura,0,Ph. D.,Entomology,First,Supremo
TR012100,Dr. G S G Ayyangar,Indian Administrative Service,Tripura,2,Graduate,Agriculture,First,Supremo
TR012100,Dr. G S G Ayyangar,Indian Administrative Service,Tripura,4,P.G.,Agri. Entomology,First,Supremo
TR012100,Dr. G S G Ayyangar,Indian Administrative Service,Tripura,6,Ph. D.,Agri. Entomology,First,Supremo
TR012300,Shri Sushil Kumar,Indian Administrative Service,Tripura,0,Diploma,French,Ordinary,Supremo
TR012300,Shri Sushil Kumar,Indian Administrative Service,Tripura,2,Graduate,History,Second,Supremo
TR012300,Shri Sushil Kumar,Indian Administrative Service,Tripura,4,LL.B.,Law,Second,Supremo
TR012300,Shri Sushil Kumar,Indian Administrative Service,Tripura,6,P.G.,History,First,Supremo
UD058300,Dr. Om Prakash Ii,Indian Administrative Service,Uttarakhand,0,Graduate,Physics,First,Supremo
UD058300,Dr. Om Prakash Ii,Indian Administrative Service,Uttarakhand,2,M.Phil.,Physics,First,Supremo
UD058300,Dr. Om Prakash Ii,Indian Administrative Service,Uttarakhand,4,P.G.,Physics,First,Supremo
TN030900,Shri B Anand,Indian Administrative Service,Tamil Nadu,0,Graduate,English,First,Supremo
TN030900,Shri B Anand,Indian Administrative Service,Tamil Nadu,2,P.G.,English,First,Supremo
TN030900,Shri B Anand,Indian Administrative Service,Tamil Nadu,4,Certificate,Public Policy,-,Supremo
TN030900,Shri B Anand,Indian Administrative Service,Tamil Nadu,6,PG Diploma,Public Policy & Mgmt,First,Supremo
TN031000,Dr. K. Satyagopal,Indian Administrative Service,Tamil Nadu,0,Graduate,Zoology,First,Supremo
TN031000,Dr. K. Satyagopal,Indian Administrative Service,Tamil Nadu,2,P.G.,Zoology,First,Supremo
TN031000,Dr. K. Satyagopal,Indian Administrative Service,Tamil Nadu,4,PG Diploma,Environmental Science,First,Supremo
TN031000,Dr. K. Satyagopal,Indian Administrative Service,Tamil Nadu,6,Ph. D.,Zoology,Ordinary,Supremo
TN031100,Shri Praveen Kumar,Indian Administrative Service,Tamil Nadu,0,B.Tech.,Metallurgy,Not Awarded,Supremo
TN031100,Shri Praveen Kumar,Indian Administrative Service,Tamil Nadu,2,M.Phil.,Safety Engg.,First with Distinction,Supremo
TN031100,Shri Praveen Kumar,Indian Administrative Service,Tamil Nadu,4,M.Tech.,Metallurgy,-,Supremo
TN031100,Shri Praveen Kumar,Indian Administrative Service,Tamil Nadu,6,N.A.,Public Admn,First with Distinction,Supremo
TN031100,Shri Praveen Kumar,Indian Administrative Service,Tamil Nadu,8,PG Diploma,Business Admn.,First,Supremo
TN031200,Shri Jasbir Singh Bajaj,Indian Administrative Service,Tamil Nadu,0,Certificate,German,Ordinary,Supremo
TN031200,Shri Jasbir Singh Bajaj,Indian Administrative Service,Tamil Nadu,2,Graduate,Physics,First,Supremo
TN031200,Shri Jasbir Singh Bajaj,Indian Administrative Service,Tamil Nadu,4,M.A.,Public Admn,Second,Supremo
TN031200,Shri Jasbir Singh Bajaj,Indian Administrative Service,Tamil Nadu,6,P.G.,Marketing Mgt,First,Supremo
TN031200,Shri Jasbir Singh Bajaj,Indian Administrative Service,Tamil Nadu,8,M.B.A.,Intrnl Business,First,Supremo
TN031200,Shri Jasbir Singh Bajaj,Indian Administrative Service,Tamil Nadu,10,Certificate,Iformation&tech,First,Supremo
TN031200,Shri Jasbir Singh Bajaj,Indian Administrative Service,Tamil Nadu,12,LL.B.,Law,First,Supremo
TN031200,Shri Jasbir Singh Bajaj,Indian Administrative Service,Tamil Nadu,14,M.B.L.,Education,-,Supremo
TN031200,Shri Jasbir Singh Bajaj,Indian Administrative Service,Tamil Nadu,16,LL.M.,Law,First,Supremo
TN031300,Dr. T. V Somanathan,Indian Administrative Service,Tamil Nadu,0,B.Com Honours,Commerce,First,Supremo
TN031300,Dr. T. V Somanathan,Indian Administrative Service,Tamil Nadu,2,M.A.,Economics,Second,Supremo
TN031300,Dr. T. V Somanathan,Indian Administrative Service,Tamil Nadu,4,C.A.,Cost Acct,-,Supremo
TN031300,Dr. T. V Somanathan,Indian Administrative Service,Tamil Nadu,6,C.S.,Company Law,-,Supremo
TN031300,Dr. T. V Somanathan,Indian Administrative Service,Tamil Nadu,8,Chartered Accountant,Accountancy,-,Supremo
TN031300,Dr. T. V Somanathan,Indian Administrative Service,Tamil Nadu,10,Certificate,Executive Devlopment,-,Supremo
TN031300,Dr. T. V Somanathan,Indian Administrative Service,Tamil Nadu,12,Ph. D.,Economics,-,Supremo
TN031300,Dr. T. V Somanathan,Indian Administrative Service,Tamil Nadu,14,C.S.,Corporate Mgmt,-,Supremo
TN031300,Dr. T. V Somanathan,Indian Administrative Service,Tamil Nadu,16,Certificate,Finance,-,Supremo
TN031400,Shri Apurva Varma,Indian Administrative Service,Tamil Nadu,0,Graduate,Political Sc.,First,Supremo
TN031400,Shri Apurva Varma,Indian Administrative Service,Tamil Nadu,2,P.G.,Political Sc.,First,Supremo
TN031500,Shri Otem Dai,Indian Administrative Service,Tamil Nadu,0,Diploma,Management,Ordinary,Supremo
TN031500,Shri Otem Dai,Indian Administrative Service,Tamil Nadu,2,Graduate,Political Sc.,First,Supremo
TN031600,Shri Ashok Dongre,Indian Administrative Service,Tamil Nadu,0,Graduate,Mech.engg.,First,Supremo
TN031601,Ms. Jayashree Raghunandan,Indian Administrative Service,Tamil Nadu,0,Graduate,Commerce,First,Supremo
TN031601,Ms. Jayashree Raghunandan,Indian Administrative Service,Tamil Nadu,2,P.G.,Business Admn.,First,Supremo
PB017700,Ms. Vini Mahajan,Indian Administrative Service,Punjab,0,B.A. Honours,Economics,First,Supremo
PB017700,Ms. Vini Mahajan,Indian Administrative Service,Punjab,2,P.G.,Management,First,Supremo
PB017700,Ms. Vini Mahajan,Indian Administrative Service,Punjab,4,Diploma,N.A.,First,Supremo
PB017701,Shri S K Sandhu,Indian Administrative Service,Punjab,0,Graduate,Mech.engg.,First,Supremo
PB017800,Shri Viswajeet Khanna,Indian Administrative Service,Punjab,0,Graduate,English,Ordinary,Supremo
PB017800,Shri Viswajeet Khanna,Indian Administrative Service,Punjab,2,Graduate,Law,Ordinary,Supremo
PB017800,Shri Viswajeet Khanna,Indian Administrative Service,Punjab,4,M.B.A.,Marketing Mgt,Grade 'B',Supremo
PB017800,Shri Viswajeet Khanna,Indian Administrative Service,Punjab,6,P.G.,English,Ordinary,Supremo
RJ026800,Ms. Neel Kamal Darbari,Indian Administrative Service,Rajasthan,0,Graduate,English,First,Supremo
RJ026800,Ms. Neel Kamal Darbari,Indian Administrative Service,Rajasthan,2,M.B.A.,Business Admn.,Ordinary,Supremo
RJ026800,Ms. Neel Kamal Darbari,Indian Administrative Service,Rajasthan,4,P.G.,English Lit,First,Supremo
RJ027000,Shri Prem Singh Mehra,Indian Administrative Service,Rajasthan,0,Graduate,English,Second,Supremo
RJ027000,Shri Prem Singh Mehra,Indian Administrative Service,Rajasthan,2,P.G.,Political Sc.,Second,Supremo
RJ027100,Ms. Veenu Gupta,Indian Administrative Service,Rajasthan,0,Graduate,English Lit,First,Supremo
RJ027100,Ms. Veenu Gupta,Indian Administrative Service,Rajasthan,2,P.G.,English Lit,First,Supremo
JH038900,Shri Nagendra Nath Sinha,Indian Administrative Service,Jharkhand,0,B.Tech.,Electrical Engg.,First,Supremo
JH038900,Shri Nagendra Nath Sinha,Indian Administrative Service,Jharkhand,2,Degree,Health Management,-,Supremo
JH039400,Shri Sukhdeo Singh,Indian Administrative Service,Jharkhand,0,B.E.,Mech.engg.,First,Supremo
JH039600,Shri Indu Shekhar Chaturvedi,Indian Administrative Service,Jharkhand,0,B.Tech.,Electrical Engg.,Pass,Supremo
JH039600,Shri Indu Shekhar Chaturvedi,Indian Administrative Service,Jharkhand,2,P.G. (USA),International Dev,Pass,Supremo
HY018300,Shri Devender Singh,Indian Administrative Service,Haryana,0,Graduate,Electronics,First,Supremo
HY018300,Shri Devender Singh,Indian Administrative Service,Haryana,2,M.B.A.,Management,First,Supremo
HY018400,Shri Amit Jha,Indian Administrative Service,Haryana,0,Graduate,History,First,Supremo
HY018400,Shri Amit Jha,Indian Administrative Service,Haryana,2,P.G.,History,First,Supremo
HY018400,Shri Amit Jha,Indian Administrative Service,Haryana,4,P.G.,Public Policy,First,Supremo
HY018500,Shri Trilok Chand Gupta,Indian Administrative Service,Haryana,0,C.A.,Accountancy,First,Supremo
HY018500,Shri Trilok Chand Gupta,Indian Administrative Service,Haryana,2,C.S.,Company Law,First,Supremo
HY018500,Shri Trilok Chand Gupta,Indian Administrative Service,Haryana,4,Chartered Accountant,Commercial Law,First,Supremo
HY018500,Shri Trilok Chand Gupta,Indian Administrative Service,Haryana,6,Graduate,Commerce,First,Supremo
HY018500,Shri Trilok Chand Gupta,Indian Administrative Service,Haryana,8,Graduate,Law,Second,Supremo
HY018600,Ms. Jyoti Arora,Indian Administrative Service,Haryana,0,Graduate,Economics,First,Supremo
HY018600,Ms. Jyoti Arora,Indian Administrative Service,Haryana,2,P.G.,Economics,First,Supremo
HY018700,Shri Siddhi Nath Roy,Indian Administrative Service,Haryana,0,Graduate,Civil Engg,First,Supremo
HY018701,Shri Rajeev Arora,Indian Administrative Service,Haryana,0,Graduate,History,First,Supremo
HY018701,Shri Rajeev Arora,Indian Administrative Service,Haryana,2,P.G.,Public Admn,Ordinary,Supremo
HY018800,Dr. Avtar Singh,Indian Administrative Service,Haryana,0,M.B.B.S.,Medicine,First,Supremo
HY018800,Dr. Avtar Singh,Indian Administrative Service,Haryana,2,P.G.,Economics,-,Supremo
GJ025800,Shri Rameshwar Prasad Gupta,Indian Administrative Service,Gujarat,0,Graduate,Aerospace Enginneering,First,Supremo
GJ025900,Shri Raj Kumar,Indian Administrative Service,Gujarat,0,B.Tech.,Electrical Engg.,First,Supremo
GJ025900,Shri Raj Kumar,Indian Administrative Service,Gujarat,2,M.Sc.,Public Policy,-,Supremo
GJ026000,Shri Raj Gopal,Indian Administrative Service,Gujarat,0,Graduate,German,First,Supremo
GJ026000,Shri Raj Gopal,Indian Administrative Service,Gujarat,2,P.G.,German,Ordinary,Supremo
GJ026000,Shri Raj Gopal,Indian Administrative Service,Gujarat,4,PG Diploma,Human Res.mgt,Ordinary,Supremo
GJ026200,Shri Lalnunmawia Chuaungo,Indian Administrative Service,Gujarat,0,Graduate,History,Second,Supremo
HP010900,Shri Tarun Kapoor,Indian Administrative Service,Himachal Pradesh,0,B.E.,Electrical Engg.,First,Supremo
HP010900,Shri Tarun Kapoor,Indian Administrative Service,Himachal Pradesh,2,M.B.A.,Business Admn.,Second,Supremo
HP011000,Dr. Ram Subhag Singh,Indian Administrative Service,Himachal Pradesh,0,Graduate,Philosophy,First,Supremo
HP011000,Dr. Ram Subhag Singh,Indian Administrative Service,Himachal Pradesh,2,PG Diploma,Human Res Mngmt,Pass,Supremo
HP011000,Dr. Ram Subhag Singh,Indian Administrative Service,Himachal Pradesh,4,Diploma,Management,Pass,Supremo
HP011000,Dr. Ram Subhag Singh,Indian Administrative Service,Himachal Pradesh,6,M.Phil.,Social Sciences,First with Distinction,Supremo
HP011000,Dr. Ram Subhag Singh,Indian Administrative Service,Himachal Pradesh,8,PG Diploma,Public Admn,First,Supremo
HP011101,Ms. Nisha Singh,Indian Administrative Service,Himachal Pradesh,0,Graduate,Geography,First,Supremo
HP011101,Ms. Nisha Singh,Indian Administrative Service,Himachal Pradesh,2,M.Phil.,Intnl Relations,Ordinary,Supremo
HP011101,Ms. Nisha Singh,Indian Administrative Service,Himachal Pradesh,4,P.G.,Philosophy,First,Supremo
AM021200,Shri M C Jauhari,Indian Administrative Service,Assam Meghalya,0,Graduate,Physics,First,Supremo
AM021200,Shri M C Jauhari,Indian Administrative Service,Assam Meghalya,2,P.G.,Physics,First,Supremo
AM021300,Shri M Srinivas Rao,Indian Administrative Service,Assam Meghalya,0,B.Tech.,Engineeriing,Ordinary,Supremo
AM021300,Shri M Srinivas Rao,Indian Administrative Service,Assam Meghalya,2,M.B.A.,Business Admn.,-,Supremo
AM021400,Dr. Ajay Kumar Singh,Indian Administrative Service,Assam Meghalya,0,M.B.B.S.,Medicine,Gold Medalist,Supremo
AM021400,Dr. Ajay Kumar Singh,Indian Administrative Service,Assam Meghalya,2,M.B.A.,Business Admn.,-,Supremo
AM021400,Dr. Ajay Kumar Singh,Indian Administrative Service,Assam Meghalya,4,M.H.S.A.,Health Management,-,Supremo
AM021400,Dr. Ajay Kumar Singh,Indian Administrative Service,Assam Meghalya,6,Ph. D.,Public Admn,-,Supremo
AM021600,Shri Ram Mohan Mishra,Indian Administrative Service,Assam Meghalya,0,Graduate,Geography,First,Supremo
AM021600,Shri Ram Mohan Mishra,Indian Administrative Service,Assam Meghalya,2,P.G.,Geography,First,Supremo
AM021700,Shri K Narayana Kumar,Indian Administrative Service,Assam Meghalya,0,Graduate,Agriculture,First,Supremo
AM021700,Shri K Narayana Kumar,Indian Administrative Service,Assam Meghalya,2,P.G.,Accountancy,First,Supremo
AM021700,Shri K Narayana Kumar,Indian Administrative Service,Assam Meghalya,4,P.G.,Agriculture,First,Supremo
AM021800,Shri Pochister Kharkongor,Indian Administrative Service,Assam Meghalya,0,Diploma,Forestry,Ordinary,Supremo
AM021800,Shri Pochister Kharkongor,Indian Administrative Service,Assam Meghalya,2,Graduate,Botany,Second,Supremo
AM021800,Shri Pochister Kharkongor,Indian Administrative Service,Assam Meghalya,4,P.G.,Botany,First,Supremo
AP034500,Shri Aditya Nath Das,Indian Administrative Service,Andhra Pradesh,0,Graduate,Physics,First,Supremo
AP034500,Shri Aditya Nath Das,Indian Administrative Service,Andhra Pradesh,2,P.G.,Political Sc.,Ordinary,Supremo
AP034600,Shri Neerabh Kumar Prasad,Indian Administrative Service,Andhra Pradesh,0,Diploma,Management,Second,Supremo
AP034600,Shri Neerabh Kumar Prasad,Indian Administrative Service,Andhra Pradesh,2,Graduate,Mech.engg.,First,Supremo
AP034600,Shri Neerabh Kumar Prasad,Indian Administrative Service,Andhra Pradesh,4,B.Tech.,Mech.engg.,First with Distinction,Supremo
AP034600,Shri Neerabh Kumar Prasad,Indian Administrative Service,Andhra Pradesh,6,PG Diploma,Financial Management,First,Supremo
AP034600,Shri Neerabh Kumar Prasad,Indian Administrative Service,Andhra Pradesh,8,M.P.P.,Public Policy,First,Supremo
AP034800,Shri J S Venkateswara Prasad,Indian Administrative Service,Andhra Pradesh,0,Graduate,Agriculture,Second,Supremo
AP034800,Shri J S Venkateswara Prasad,Indian Administrative Service,Andhra Pradesh,2,P.G.,Agriculture,Ordinary,Supremo
BH038700,Shri Amir Subhani,Indian Administrative Service,Bihar,0,Graduate,Statistics,First,Supremo
BH038700,Shri Amir Subhani,Indian Administrative Service,Bihar,2,P.G.,Statistics,First,Supremo
BH038800,Shri Atul Prasad,Indian Administrative Service,Bihar,0,B.Tech.,Electrical Engg.,First,Supremo
BH038800,Shri Atul Prasad,Indian Administrative Service,Bihar,2,PG Diploma,Fincl Mgt,First,Supremo
BH038800,Shri Atul Prasad,Indian Administrative Service,Bihar,4,Certificate,Public Admn,First,Supremo
BH038800,Shri Atul Prasad,Indian Administrative Service,Bihar,6,M.B.A.,Business Admn.,First,Supremo
BH038800,Shri Atul Prasad,Indian Administrative Service,Bihar,8,PG Diploma,Management,First,Supremo
