ID,Name,Service,Cadre,Reference_Value,Designation,Level,Office,Organisation,Field_of_Experience,Category_of_Experience,Start_Date,End_Date,Source
MP007800,Shri B Swarup,Indian Administrative Service,Madhya Pradesh,0,N.A.,Secretary,,Cadre (AIS),Expenditure,Finance,01/01/1987,01/02/1988,Supremo
MP007800,Shri B Swarup,Indian Administrative Service,Madhya Pradesh,1,N.A.,Secretary,,Cadre (AIS),Urban Develoment,Urban Development,01/11/1985,01/01/1987,Supremo
MP007800,Shri B Swarup,Indian Administrative Service,Madhya Pradesh,2,Chief Secy,Secretary,,Cadre (AIS),General Administration,Personnel and General Administration,01/05/1983,01/11/1985,Supremo
MP007800,Shri B Swarup,Indian Administrative Service,Madhya Pradesh,3,Additional Chief Secretary,Secretary,,Cadre (AIS),Home,Home,01/10/1982,01/05/1983,Supremo
MP007800,Shri B Swarup,Indian Administrative Service,Madhya Pradesh,4,OSD to Minister,Secretary,,Cadre (AIS),Home,Home,01/10/1982,01/05/1983,Supremo
MP007800,Shri B Swarup,Indian Administrative Service,Madhya Pradesh,5,Chairman,Additional Secretary,,Cadre (AIS),Power,Energy,01/09/1981,01/10/1982,Supremo
MP007800,Shri B Swarup,Indian Administrative Service,Madhya Pradesh,6,N.A.,Joint Secretary,,Cadre (AIS),General Administration,Personnel and General Administration,01/08/1980,01/09/1981,Supremo
MP007800,Shri B Swarup,Indian Administrative Service,Madhya Pradesh,7,Chairman & M D,Joint Secretary Equivalent,,Centre (PSU),Industries,Industries,01/02/1978,01/07/1980,Supremo
MP007800,Shri B Swarup,Indian Administrative Service,Madhya Pradesh,8,Rehabilitation Commissioner,Joint Secretary,,Cadre (AIS),Rehabilitation,Home,01/08/1977,01/02/1978,Supremo
MP007800,Shri B Swarup,Indian Administrative Service,Madhya Pradesh,9,Secretary,Joint Secretary,,Cadre (AIS),Public Works,Public Works,01/07/1976,01/08/1977,Supremo
MP007800,Shri B Swarup,Indian Administrative Service,Madhya Pradesh,10,Secretary,Joint Secretary,,Cadre (AIS),Forests,Environment & Forests,01/07/1975,01/07/1976,Supremo
MP007800,Shri B Swarup,Indian Administrative Service,Madhya Pradesh,11,Secretary,Joint Secretary,,Cadre (AIS),Public Works,Public Works,01/06/1972,01/07/1975,Supremo
MP007800,Shri B Swarup,Indian Administrative Service,Madhya Pradesh,12,N.A.,Joint Secretary,,Cadre (AIS),Public Works,Public Works,01/05/1971,01/06/1972,Supremo
MP007800,Shri B Swarup,Indian Administrative Service,Madhya Pradesh,13,Managing Director,Director,,Cadre (AIS),Finance,Finance,01/01/1968,01/12/1970,Supremo
MP007800,Shri B Swarup,Indian Administrative Service,Madhya Pradesh,14,Deputy Secretary,Deputy Secretary,,Cadre (AIS),Cooperatives,Agriculture & Cooperation,01/08/1962,01/06/1967,Supremo
MP007800,Shri B Swarup,Indian Administrative Service,Madhya Pradesh,15,District Collector,Under Secretary,Sehore,Cadre (AIS),District Admn,Land Revenue Mgmt & District Admn,01/02/1959,01/09/1961,Supremo
MP007800,Shri B Swarup,Indian Administrative Service,Madhya Pradesh,16,Assistant Collector,Junior Scale,,Cadre (AIS),Sub Divisional Admn,Land Revenue Mgmt & District Admn,01/08/1956,01/01/1959,Supremo
MP007900,Shri Rn Chopra,Indian Administrative Service,Madhya Pradesh,0,Chief Secy,Secretary,,Cadre (AIS),General Administration,Personnel and General Administration,01/07/1988,01/09/1989,Supremo
MP007900,Shri Rn Chopra,Indian Administrative Service,Madhya Pradesh,1,Director,Secretary Equivalent,,Centre,Personnel Training,Personnel and General Administration,01/06/1985,01/04/1988,Supremo
MP007900,Shri Rn Chopra,Indian Administrative Service,Madhya Pradesh,2,N.A.,Additional Secretary,,Cadre (AIS),Planning,Planning & Prog Implementation,01/10/1984,01/06/1985,Supremo
MP007900,Shri Rn Chopra,Indian Administrative Service,Madhya Pradesh,3,Additional Chief Secretary,Additional Secretary,,Cadre (AIS),Agriculture,Agriculture & Cooperation,01/10/1984,01/06/1985,Supremo
MP007900,Shri Rn Chopra,Indian Administrative Service,Madhya Pradesh,4,Additional Secy,Additional Secretary,M/o Commerce & Industry,Centre,Industries,Industries,01/03/1983,01/04/1984,Supremo
MP007900,Shri Rn Chopra,Indian Administrative Service,Madhya Pradesh,5,N.A.,Additional Secretary Equivalent,Centre - Foreign Assignment,Centre (Foreign Posting),Industries,Industries,01/11/1982,01/02/1983,Supremo
MP007900,Shri Rn Chopra,Indian Administrative Service,Madhya Pradesh,6,Additional Secy,Additional Secretary,M/o Commerce & Industry,Centre,Industries,Industries,01/01/1981,01/08/1982,Supremo
MP007900,Shri Rn Chopra,Indian Administrative Service,Madhya Pradesh,7,N.A.,Joint Secretary,D/o Personnel & Administrative Reforms,Centre,Personnel Mgmt,Personnel and General Administration,01/07/1978,01/07/1978,Supremo
MP007900,Shri Rn Chopra,Indian Administrative Service,Madhya Pradesh,8,Jt Secy,Joint Secretary,M/o Commerce & Industry,Centre,Industries,Industries,01/07/1978,01/01/1981,Supremo
MP007900,Shri Rn Chopra,Indian Administrative Service,Madhya Pradesh,9,Jt Secy,Joint Secretary,D/o Personnel & Administrative Reforms,Centre,Personnel Mgmt,Personnel and General Administration,01/10/1976,01/07/1978,Supremo
MP007900,Shri Rn Chopra,Indian Administrative Service,Madhya Pradesh,10,Secretary,Joint Secretary,,Cadre (AIS),Education,Human Resource Dev,01/07/1972,01/10/1976,Supremo
MP007900,Shri Rn Chopra,Indian Administrative Service,Madhya Pradesh,11,N.A.,Joint Secretary,,Cadre (AIS),Education,Human Resource Dev,01/06/1971,01/07/1972,Supremo
MP007900,Shri Rn Chopra,Indian Administrative Service,Madhya Pradesh,12,Director,Director,D/o Rehabilitation,Centre,Rehabilitation,Home,01/08/1970,01/06/1971,Supremo
MP007900,Shri Rn Chopra,Indian Administrative Service,Madhya Pradesh,13,N.A.,Director,,Cadre (AIS),General Administration,Personnel and General Administration,01/12/1968,01/08/1970,Supremo
MP007900,Shri Rn Chopra,Indian Administrative Service,Madhya Pradesh,14,Deputy Secretary,Deputy Secretary,"M/o Personnel, Public Grievances & Pensions",Centre,Administrative Reforms,Personnel and General Administration,01/07/1968,01/12/1968,Supremo
MP007900,Shri Rn Chopra,Indian Administrative Service,Madhya Pradesh,15,Deputy Secretary,Deputy Secretary,,Cadre (AIS),Home,Home,01/06/1963,01/07/1967,Supremo
MP007900,Shri Rn Chopra,Indian Administrative Service,Madhya Pradesh,16,District Collector,Under Secretary,Vidisha,Cadre (AIS),District Admn,Land Revenue Mgmt & District Admn,01/02/1959,01/06/1963,Supremo
MP007900,Shri Rn Chopra,Indian Administrative Service,Madhya Pradesh,17,Under Secy,Under Secretary,,Cadre (AIS),Home,Home,01/01/1958,01/02/1959,Supremo
MP007900,Shri Rn Chopra,Indian Administrative Service,Madhya Pradesh,18,Assistant Collector,Junior Scale,,Cadre (AIS),Sub Divisional Admn,Land Revenue Mgmt & District Admn,01/08/1956,01/01/1958,Supremo
MP008000,Dr. Kcs Acharya,Indian Administrative Service,Madhya Pradesh,0,N.A.,Secretary,,Cadre (AIS),Expenditure,Finance,01/03/1988,01/07/1988,Supremo
MP008000,Dr. Kcs Acharya,Indian Administrative Service,Madhya Pradesh,1,Chief Secy,Secretary,,Cadre (AIS),General Administration,Personnel and General Administration,01/11/1985,01/03/1988,Supremo
MP008000,Dr. Kcs Acharya,Indian Administrative Service,Madhya Pradesh,2,N.A.,Secretary,,Cadre (AIS),Environment & Pollution Control,Environment & Forests,01/06/1985,01/11/1985,Supremo
MP008000,Dr. Kcs Acharya,Indian Administrative Service,Madhya Pradesh,3,Additional Secy,Additional Secretary,M/o Agriculture,Centre,Agriculture,Agriculture & Cooperation,01/08/1981,01/02/1985,Supremo
MP008000,Dr. Kcs Acharya,Indian Administrative Service,Madhya Pradesh,4,Jt Secy,Joint Secretary,"M/o Consumer Affairs, Food & Public Distribution",Centre,Public Distribution,"Consumer Affairs, Food & PD",01/07/1978,01/08/1981,Supremo
MP008000,Dr. Kcs Acharya,Indian Administrative Service,Madhya Pradesh,5,Commissioner,Joint Secretary,,Cadre (AIS),Divisional Admn,Land Revenue Mgmt & District Admn,01/10/1977,01/07/1978,Supremo
MP008000,Dr. Kcs Acharya,Indian Administrative Service,Madhya Pradesh,6,N.A.,Joint Secretary,,Cadre (AIS),Welfare,Social Justice & Empowerment,01/05/1976,01/10/1977,Supremo
MP008000,Dr. Kcs Acharya,Indian Administrative Service,Madhya Pradesh,7,Secretary,Joint Secretary,,Cadre (AIS),Civil Supplies,"Consumer Affairs, Food & PD",01/03/1974,01/05/1976,Supremo
MP008000,Dr. Kcs Acharya,Indian Administrative Service,Madhya Pradesh,8,Secretary,Joint Secretary,,Cadre (AIS),Irrigation,Water Resources,01/06/1972,01/03/1974,Supremo
MP008000,Dr. Kcs Acharya,Indian Administrative Service,Madhya Pradesh,9,N.A.,Joint Secretary,,Cadre (AIS),Irrigation,Water Resources,01/05/1971,01/06/1972,Supremo
MP008000,Dr. Kcs Acharya,Indian Administrative Service,Madhya Pradesh,10,Secretary,Director,,Cadre (AIS),Personnel Mgmt,Personnel and General Administration,01/09/1969,01/05/1971,Supremo
MP008000,Dr. Kcs Acharya,Indian Administrative Service,Madhya Pradesh,11,District Collector,Director,Raipur,Cadre (AIS),District Admn,Land Revenue Mgmt & District Admn,01/11/1968,01/09/1969,Supremo
MP008000,Dr. Kcs Acharya,Indian Administrative Service,Madhya Pradesh,12,Deputy Secretary,Deputy Secretary,M/o Commerce & Industry,Centre,Industries,Industries,01/04/1967,01/11/1967,Supremo
MP008000,Dr. Kcs Acharya,Indian Administrative Service,Madhya Pradesh,13,Pvt Secy,Deputy Secretary Equivalent,M/o Law & Justice,Centre,Personnel Mgmt,Personnel and General Administration,01/03/1966,01/03/1967,Supremo
MP008000,Dr. Kcs Acharya,Indian Administrative Service,Madhya Pradesh,14,Deputy Secretary,Deputy Secretary,M/o Human Resources Dev,Centre,Education,Human Resource Dev,01/07/1963,01/02/1966,Supremo
MP008000,Dr. Kcs Acharya,Indian Administrative Service,Madhya Pradesh,15,District Collector,Under Secretary,Hoshangabad,Cadre (AIS),District Admn,Land Revenue Mgmt & District Admn,01/05/1959,01/08/1962,Supremo
MP008000,Dr. Kcs Acharya,Indian Administrative Service,Madhya Pradesh,16,Assistant Collector,Junior Scale,Raigarh,Cadre (AIS),Sub Divisional Admn,Land Revenue Mgmt & District Admn,01/08/1956,01/05/1959,Supremo
MP008100,Shri Ms Singh Deo,Indian Administrative Service,Madhya Pradesh,0,Chief Secy,Secretary,,Cadre (AIS),General Administration,Personnel and General Administration,01/03/1988,01/06/1988,Supremo
MP008100,Shri Ms Singh Deo,Indian Administrative Service,Madhya Pradesh,1,OSD to Minister,Secretary,,Cadre (AIS),Agriculture,Agriculture & Cooperation,01/06/1985,01/03/1988,Supremo
MP008100,Shri Ms Singh Deo,Indian Administrative Service,Madhya Pradesh,2,Additional Chief Secretary,Secretary,,Cadre (AIS),Revenue,Finance,01/10/1984,01/06/1985,Supremo
MP008100,Shri Ms Singh Deo,Indian Administrative Service,Madhya Pradesh,3,OSD to Minister,Secretary,,Cadre (AIS),Agriculture,Agriculture & Cooperation,01/01/1983,01/10/1984,Supremo
MP008100,Shri Ms Singh Deo,Indian Administrative Service,Madhya Pradesh,4,Secretary,Additional Secretary,,Cadre (AIS),Agriculture,Agriculture & Cooperation,01/12/1980,01/01/1983,Supremo
MP008100,Shri Ms Singh Deo,Indian Administrative Service,Madhya Pradesh,5,Secretary,Joint Secretary,,Cadre (AIS),Land Reforms,Land Revenue Mgmt & District Admn,01/07/1980,01/12/1980,Supremo
MP008100,Shri Ms Singh Deo,Indian Administrative Service,Madhya Pradesh,6,Member,Joint Secretary,,Cadre (AIS),Revenue,Finance,01/11/1977,01/07/1980,Supremo
MP008100,Shri Ms Singh Deo,Indian Administrative Service,Madhya Pradesh,7,Commissioner,Joint Secretary,Bhopal,Cadre (AIS),Divisional Admn,Land Revenue Mgmt & District Admn,01/07/1975,01/11/1977,Supremo
MP008100,Shri Ms Singh Deo,Indian Administrative Service,Madhya Pradesh,8,Secretary,Joint Secretary,,Cadre (AIS),Local Self Govt,Local Self Govt,01/09/1972,01/07/1975,Supremo
MP008100,Shri Ms Singh Deo,Indian Administrative Service,Madhya Pradesh,9,Additional Secy,Director,,Cadre (AIS),Forests,Environment & Forests,01/09/1969,01/09/1972,Supremo
MP008100,Shri Ms Singh Deo,Indian Administrative Service,Madhya Pradesh,10,Secretary,Director,,Cadre (AIS),Forests,Environment & Forests,01/08/1968,01/06/1969,Supremo
MP008100,Shri Ms Singh Deo,Indian Administrative Service,Madhya Pradesh,11,Deputy Secretary,Deputy Secretary,,Cadre (AIS),General Administration,Personnel and General Administration,01/11/1967,01/08/1968,Supremo
MP008100,Shri Ms Singh Deo,Indian Administrative Service,Madhya Pradesh,12,Secretary,Deputy Secretary,,Cadre (AIS),General Administration,Personnel and General Administration,01/02/1965,01/11/1967,Supremo
MP008100,Shri Ms Singh Deo,Indian Administrative Service,Madhya Pradesh,13,Deputy Secretary,Under Secretary,,Cadre (AIS),General Administration,Personnel and General Administration,01/07/1962,01/01/1965,Supremo
MP008100,Shri Ms Singh Deo,Indian Administrative Service,Madhya Pradesh,14,District Collector,Under Secretary,Chhatarpur,Cadre (AIS),District Admn,Land Revenue Mgmt & District Admn,01/04/1959,01/07/1962,Supremo
MP008100,Shri Ms Singh Deo,Indian Administrative Service,Madhya Pradesh,15,District Collector,Under Secretary,Ratlam,Cadre (AIS),District Admn,Land Revenue Mgmt & District Admn,01/04/1959,01/07/1962,Supremo
MP008100,Shri Ms Singh Deo,Indian Administrative Service,Madhya Pradesh,16,Assistant Collector,Junior Scale,,Cadre (AIS),Sub Divisional Admn,Land Revenue Mgmt & District Admn,01/08/1956,01/04/1959,Supremo
OR005300,Shri C Venkataramani,Indian Administrative Service,Odisha,0,Chairman,Secretary,,Cadre (AIS),Forests,Environment & Forests,01/05/1988,01/12/1988,Supremo
OR005300,Shri C Venkataramani,Indian Administrative Service,Odisha,1,N.A.,Secretary,,Cadre (AIS),,N.Applicable,01/12/1986,01/05/1988,Supremo
OR005300,Shri C Venkataramani,Indian Administrative Service,Odisha,2,N.A.,Secretary,,Cadre (AIS),Personnel Training,Personnel and General Administration,01/05/1985,01/12/1986,Supremo
OR005300,Shri C Venkataramani,Indian Administrative Service,Odisha,3,N.A.,Secretary,,Cadre (AIS),Administrative Reforms,Personnel and General Administration,01/05/1985,01/12/1986,Supremo
OR005300,Shri C Venkataramani,Indian Administrative Service,Odisha,4,Additional Dev Commissioner,Additional Secretary,,Cadre (AIS),Development Admn,Land Revenue Mgmt & District Admn,01/02/1983,01/05/1985,Supremo
OR005300,Shri C Venkataramani,Indian Administrative Service,Odisha,5,Secretary,Additional Secretary,,Cadre (AIS),Planning,Planning & Prog Implementation,01/02/1983,01/05/1985,Supremo
OR005300,Shri C Venkataramani,Indian Administrative Service,Odisha,6,N.A.,Additional Secretary,,Cadre (AIS),Pay Commission,Finance,01/09/1981,01/02/1983,Supremo
OR005300,Shri C Venkataramani,Indian Administrative Service,Odisha,7,Commissioner & Secy,Joint Secretary,,Cadre (AIS),Agriculture,Agriculture & Cooperation,01/07/1981,01/09/1981,Supremo
OR005300,Shri C Venkataramani,Indian Administrative Service,Odisha,8,Commissioner & Secy,Joint Secretary,,Cadre (AIS),Public Distribution,"Consumer Affairs, Food & PD",01/10/1980,01/07/1981,Supremo
OR005300,Shri C Venkataramani,Indian Administrative Service,Odisha,9,Commissioner,Joint Secretary,,Cadre (AIS),Relief,Home,01/05/1980,01/10/1980,Supremo
OR005300,Shri C Venkataramani,Indian Administrative Service,Odisha,10,N.A.,Additional Secretary Equivalent,D/o Rehabilitation,Centre,Rehabilitation,Home,01/09/1978,01/05/1980,Supremo
OR005300,Shri C Venkataramani,Indian Administrative Service,Odisha,11,Jt Secy,Joint Secretary,M/o Petroleum & Natural Gas,Centre,Petroleum,Petroleum & Natural Gas,01/01/1974,01/09/1978,Supremo
OR005300,Shri C Venkataramani,Indian Administrative Service,Odisha,12,Commissioner,Joint Secretary,,Cadre (AIS),Revenue Admn,Land Revenue Mgmt & District Admn,01/07/1973,01/01/1974,Supremo
OR005300,Shri C Venkataramani,Indian Administrative Service,Odisha,13,Secretary,Joint Secretary,,Cadre (AIS),Finance,Finance,01/07/1972,01/07/1973,Supremo
OR005300,Shri C Venkataramani,Indian Administrative Service,Odisha,14,Secretary,Joint Secretary,,Cadre (AIS),Family Welfare,Health & Family Welfare,01/05/1971,01/07/1972,Supremo
OR005300,Shri C Venkataramani,Indian Administrative Service,Odisha,15,Commissioner,Director,,Cadre (AIS),Rehabilitation,Home,01/11/1970,01/05/1971,Supremo
OR005300,Shri C Venkataramani,Indian Administrative Service,Odisha,16,Additional Secy,Director,,Cadre (AIS),Political Affairs,Home,01/11/1969,01/11/1970,Supremo
OR005300,Shri C Venkataramani,Indian Administrative Service,Odisha,17,Deputy Secretary,Deputy Secretary,M/o Finance & Company Affairs,Centre,Expenditure,Finance,01/04/1966,01/11/1969,Supremo
OR005300,Shri C Venkataramani,Indian Administrative Service,Odisha,18,Deputy F A,Deputy Secretary Equivalent,M/o Finance & Company Affairs,Centre,Expenditure,Finance,01/07/1965,01/04/1966,Supremo
OR005300,Shri C Venkataramani,Indian Administrative Service,Odisha,19,Registrar,Deputy Secretary,,Cadre (AIS),Cooperatives,Agriculture & Cooperation,01/01/1965,01/07/1965,Supremo
OR005300,Shri C Venkataramani,Indian Administrative Service,Odisha,20,N.A.,Deputy Secretary,,Cadre (AIS),Rehabilitation,Home,01/04/1964,01/01/1965,Supremo
OR005300,Shri C Venkataramani,Indian Administrative Service,Odisha,21,District Collector,Under Secretary,Ganjam,Cadre (AIS),District Admn,Land Revenue Mgmt & District Admn,01/09/1959,01/12/1963,Supremo
OR005300,Shri C Venkataramani,Indian Administrative Service,Odisha,22,Deputy Secretary,Under Secretary,,Cadre (AIS),Rural Development,Rural Dev,01/03/1959,01/09/1959,Supremo
OR005300,Shri C Venkataramani,Indian Administrative Service,Odisha,23,Assistant Collector,Junior Scale,,Cadre (AIS),Sub Divisional Admn,Land Revenue Mgmt & District Admn,01/04/1956,01/01/1959,Supremo
OR005400,Shri Nk Panda,Indian Administrative Service,Odisha,0,Chief Secy,Secretary,,Cadre (AIS),General Administration,Personnel and General Administration,01/08/1987,01/05/1989,Supremo
OR005400,Shri Nk Panda,Indian Administrative Service,Odisha,1,N.A.,Additional Secretary,,Cadre (AIS),Revenue,Finance,01/11/1986,01/08/1987,Supremo
OR005400,Shri Nk Panda,Indian Administrative Service,Odisha,2,N.A.,Additional Secretary Equivalent,Centre - Foreign Assignment,Centre (Foreign Posting),Development Admn,Land Revenue Mgmt & District Admn,01/07/1986,01/11/1986,Supremo
OR005400,Shri Nk Panda,Indian Administrative Service,Odisha,3,Additional Secy,Additional Secretary,M/o Mines,Centre,Mines,Mines & Minerals,01/07/1983,01/07/1986,Supremo
OR005400,Shri Nk Panda,Indian Administrative Service,Odisha,4,Jt Secy,Joint Secretary,M/o Finance & Company Affairs,Centre,Expenditure,Finance,01/06/1978,01/05/1983,Supremo
OR005400,Shri Nk Panda,Indian Administrative Service,Odisha,5,Commissioner,Joint Secretary,,Cadre (AIS),Revenue Admn,Land Revenue Mgmt & District Admn,01/05/1977,01/06/1978,Supremo
OR005400,Shri Nk Panda,Indian Administrative Service,Odisha,6,OSD to Minister,Joint Secretary,,Cadre (AIS),Political Affairs,Home,01/01/1977,01/05/1977,Supremo
OR005400,Shri Nk Panda,Indian Administrative Service,Odisha,7,N.A.,Joint Secretary,,Cadre (AIS),Revenue,Finance,01/05/1974,01/01/1977,Supremo
OR005400,Shri Nk Panda,Indian Administrative Service,Odisha,8,N.A.,Joint Secretary,,Cadre (AIS),Revenue Admn,Land Revenue Mgmt & District Admn,01/11/1973,01/05/1974,Supremo
OR005400,Shri Nk Panda,Indian Administrative Service,Odisha,9,N.A.,Joint Secretary Equivalent,Rourkela Steel Plant,Centre (PSU),Personnel Mgmt,Personnel and General Administration,01/04/1973,01/11/1973,Supremo
OR005400,Shri Nk Panda,Indian Administrative Service,Odisha,10,N.A.,Joint Secretary,Koraput,Cadre (AIS),District Admn,Land Revenue Mgmt & District Admn,01/05/1972,01/04/1973,Supremo
OR005400,Shri Nk Panda,Indian Administrative Service,Odisha,11,N.A.,Deputy Secretary Equivalent,,Centre (Foreign Posting),Administrative Reforms,Personnel and General Administration,01/10/1965,01/04/1972,Supremo
OR005400,Shri Nk Panda,Indian Administrative Service,Odisha,12,Jt Secy,Deputy Secretary,,Cadre (AIS),Political Affairs,Home,01/04/1964,01/05/1965,Supremo
OR005400,Shri Nk Panda,Indian Administrative Service,Odisha,13,Under Secy,Under Secretary Equivalent,M/o Finance & Company Affairs,Centre,Finance,Finance,01/06/1959,01/02/1964,Supremo
OR005400,Shri Nk Panda,Indian Administrative Service,Odisha,14,Deputy Secretary,Under Secretary,,Cadre (AIS),Finance,Finance,01/06/1958,01/04/1959,Supremo
OR005400,Shri Nk Panda,Indian Administrative Service,Odisha,15,Under Secy,Junior Scale,,Cadre (AIS),Finance,Finance,01/09/1957,01/06/1958,Supremo
OR005400,Shri Nk Panda,Indian Administrative Service,Odisha,16,Assistant Collector,Junior Scale,,Cadre (AIS),Sub Divisional Admn,Land Revenue Mgmt & District Admn,01/09/1956,01/09/1957,Supremo
OR005600,Shri P S H Mohamed,Indian Administrative Service,Odisha,0,N.A.,Secretary,,Cadre (AIS),Higher Education,Human Resource Dev,01/09/1987,01/03/1989,Supremo
OR005600,Shri P S H Mohamed,Indian Administrative Service,Odisha,1,Member,Secretary,,Cadre (AIS),Revenue Admn,Land Revenue Mgmt & District Admn,01/08/1987,01/09/1987,Supremo
OR005600,Shri P S H Mohamed,Indian Administrative Service,Odisha,2,N.A.,Secretary Equivalent,,Cadre (AIS),Higher Education,Human Resource Dev,01/08/1983,01/08/1987,Supremo
OR005600,Shri P S H Mohamed,Indian Administrative Service,Odisha,3,Member,Secretary Equivalent,M/o Home Affairs,Centre,Personnel Mgmt,Personnel and General Administration,01/02/1981,01/08/1983,Supremo
OR005600,Shri P S H Mohamed,Indian Administrative Service,Odisha,4,Jt Secy,Joint Secretary,M/o Labour & Rehabilitation,Centre,Labour,Labour & Employment,01/05/1979,01/02/1981,Supremo
OR005600,Shri P S H Mohamed,Indian Administrative Service,Odisha,5,N.A.,Additional Secretary,M/o Labour & Rehabilitation,Centre,Labour,Labour & Employment,01/08/1978,01/05/1979,Supremo
OR005600,Shri P S H Mohamed,Indian Administrative Service,Odisha,6,Member,Joint Secretary,,Cadre (AIS),General Administration,Personnel and General Administration,01/12/1977,01/08/1978,Supremo
OR005600,Shri P S H Mohamed,Indian Administrative Service,Odisha,7,Chairman,Joint Secretary,,Cadre (AIS),Mines,Mines & Minerals,01/05/1975,01/12/1977,Supremo
OR005600,Shri P S H Mohamed,Indian Administrative Service,Odisha,8,N.A.,Joint Secretary,M/o Agriculture,Centre,Agriculture,Agriculture & Cooperation,01/03/1974,01/05/1975,Supremo
OR005600,Shri P S H Mohamed,Indian Administrative Service,Odisha,9,Divisional Commissioner,Joint Secretary,,Cadre (AIS),Divisional Admn,Land Revenue Mgmt & District Admn,01/07/1973,01/03/1974,Supremo
OR005600,Shri P S H Mohamed,Indian Administrative Service,Odisha,10,Secretary,Joint Secretary,,Cadre (AIS),Public Works,Public Works,01/09/1972,01/07/1973,Supremo
OR005600,Shri P S H Mohamed,Indian Administrative Service,Odisha,11,Secretary,Joint Secretary,,Cadre (AIS),Rural Development,Rural Dev,01/10/1971,01/09/1972,Supremo
OR005600,Shri P S H Mohamed,Indian Administrative Service,Odisha,12,Secretary,Director,,Cadre (AIS),Agriculture,Agriculture & Cooperation,01/07/1969,01/10/1971,Supremo
OR005600,Shri P S H Mohamed,Indian Administrative Service,Odisha,13,N.A.,Deputy Secretary,,Cadre (AIS),Rubber,Commerce,01/07/1964,01/07/1969,Supremo
OR005600,Shri P S H Mohamed,Indian Administrative Service,Odisha,14,Additional Director,Under Secretary,,Cadre (AIS),Industries,Industries,01/11/1962,01/06/1964,Supremo
OR005600,Shri P S H Mohamed,Indian Administrative Service,Odisha,15,District Collector,Under Secretary,,Cadre (AIS),District Admn,Land Revenue Mgmt & District Admn,01/08/1959,01/11/1962,Supremo
OR005600,Shri P S H Mohamed,Indian Administrative Service,Odisha,16,Deputy Secretary,Under Secretary,,Cadre (AIS),General Administration,Personnel and General Administration,01/06/1958,01/08/1959,Supremo
OR005600,Shri P S H Mohamed,Indian Administrative Service,Odisha,17,Assistant Collector,Junior Scale,,Cadre (AIS),Sub Divisional Admn,Land Revenue Mgmt & District Admn,01/08/1956,01/12/1957,Supremo
PB002600,Shri P K Kathpalia,Indian Administrative Service,Punjab,0,N.A.,Secretary,,Cadre (AIS),,N.Applicable,01/05/1988,01/09/1988,Supremo
PB002600,Shri P K Kathpalia,Indian Administrative Service,Punjab,1,N.A.,Secretary,,Cadre (AIS),Public Grievances,Personnel and General Administration,01/08/1984,01/05/1988,Supremo
PB002600,Shri P K Kathpalia,Indian Administrative Service,Punjab,2,Additional Secy,Additional Secretary,M/o Home Affairs,Centre,Judicial,Law and Justice,01/01/1981,01/01/1984,Supremo
PB002600,Shri P K Kathpalia,Indian Administrative Service,Punjab,3,Jt Secy,Joint Secretary,M/o Home Affairs,Centre,Home,Home,01/06/1975,01/01/1981,Supremo
PB002600,Shri P K Kathpalia,Indian Administrative Service,Punjab,4,N.A.,Director,,Cadre (AIS),Excise,Finance,01/06/1970,01/06/1975,Supremo
PB002600,Shri P K Kathpalia,Indian Administrative Service,Punjab,5,Deputy Secretary,Deputy Secretary,D/o Personnel & Administrative Reforms,Centre,Administrative Reforms,Personnel and General Administration,01/05/1964,01/06/1970,Supremo
PB002600,Shri P K Kathpalia,Indian Administrative Service,Punjab,6,Deputy Secretary,Deputy Secretary,M/o Human Resources Dev,Centre,Education,Human Resource Dev,01/07/1963,01/05/1964,Supremo
PB002600,Shri P K Kathpalia,Indian Administrative Service,Punjab,7,District Collector,Under Secretary,Kangra,Cadre (AIS),District Admn,Land Revenue Mgmt & District Admn,01/04/1961,01/07/1963,Supremo
PB002600,Shri P K Kathpalia,Indian Administrative Service,Punjab,8,Deputy Secretary,Under Secretary,,Cadre (AIS),General Administration,Personnel and General Administration,01/04/1958,01/04/1961,Supremo
PB002600,Shri P K Kathpalia,Indian Administrative Service,Punjab,9,Under Secy,Junior Scale,,Cadre (AIS),Irrigation,Water Resources,01/11/1957,01/04/1958,Supremo
PB002600,Shri P K Kathpalia,Indian Administrative Service,Punjab,10,Assistant Commissioner,Junior Scale,,Cadre (AIS),Sub Divisional Admn,Land Revenue Mgmt & District Admn,01/07/1956,01/11/1957,Supremo
RJ005900,Shri Mohan Lal Anand,Indian Administrative Service,Rajasthan,0,N.A.,Secretary,,Cadre (AIS),Revenue,Finance,01/05/1986,01/02/1989,Supremo
RJ005900,Shri Mohan Lal Anand,Indian Administrative Service,Rajasthan,1,Chief Secy,Secretary,,Cadre (AIS),General Administration,Personnel and General Administration,01/02/1984,01/07/1985,Supremo
RJ005900,Shri Mohan Lal Anand,Indian Administrative Service,Rajasthan,2,N.A.,Secretary,,Cadre (AIS),Mines,Mines & Minerals,01/02/1984,01/05/1986,Supremo
RJ005900,Shri Mohan Lal Anand,Indian Administrative Service,Rajasthan,3,Commissioner & Secy,Additional Secretary,,Cadre (AIS),Revenue,Finance,01/12/1981,01/02/1984,Supremo
RJ005900,Shri Mohan Lal Anand,Indian Administrative Service,Rajasthan,4,Secretary,Joint Secretary,,Cadre (AIS),Revenue,Finance,01/12/1979,01/12/1981,Supremo
