Item,Count,Field,Subject
,1,Human Resource Dev,Animal Husby|Dairy Science|Dairy Production
,1,Environment & Forests,Animal Husby|Dairy Science|Dairy Production
,1,N.Applicable,Economics|Energy Studies|Finance|Instrumentation
,1,Protocol,Economics|Hindi
,1,N.Applicable,Economics|Public Admn|Econometrics
,1,Finance,Economics|Energy Studies|Finance|Instrumentation
,1,Personnel and General Administration,Economics|Energy Studies|Finance|Instrumentation
,1,Culture,Economics|Energy Studies|Finance|Instrumentation
,1,Water Resources,Economics|Energy Studies|Finance|Instrumentation
,1,Social Justice & Empowerment,Economics|Energy Studies|Finance|Instrumentation
,1,Human Resource Dev,Economics|Energy Studies|Finance|Instrumentation
,1,Land Revenue Mgmt & District Admn,Economics|Energy Studies|Finance|Instrumentation
,1,,Operation Research|Intrnl Business|Mathematics
,1,Finance,Animal Husby|Dairy Science|Dairy Production
,1,Environment & Forests,Operation Research|Intrnl Business|Mathematics
,1,Finance,Operation Research|Intrnl Business|Mathematics
,1,Tourism,Operation Research|Intrnl Business|Mathematics
,1,Health & Family Welfare,Operation Research|Intrnl Business|Mathematics
,1,Home,Operation Research|Intrnl Business|Mathematics
,1,N.Applicable,Operation Research|Intrnl Business|Mathematics
,1,Law & Justice,N.A.|Law|History
,1,Youth Affairs & Sports,N.A.|Law|History
,1,Industries,N.A.|Law|History
,1,Transport,Economics|Public Admn|Econometrics
,1,Health & Family Welfare,Economics|Public Admn|Econometrics
,1,N.Applicable,Journalism|Sociology
,1,Culture,Economics|Hindi
,1,Youth Affairs & Sports,Political Sc.|Veterinary Sc.
,1,Commerce,Political Sc.|Veterinary Sc.
,1,Information & Broadcasting,Political Sc.|Veterinary Sc.
,1,Staff Officers,Political Sc.|Veterinary Sc.
,1,Water Resources,Political Sc.|Veterinary Sc.
,1,Environment & Forests,Public Admn|Electronics
,1,Personnel and General Administration,Public Admn|Electronics
,1,Rural Dev,Public Admn|Electronics
,1,N.Applicable,Civil Engg|Structural Engg
,1,Water Resources,French|Physics|Mathematics
,1,"Consumer Affairs, Food & PD",N.A.|Food Technology
,1,Personnel and General Administration,Mech.engg.|Public Policy|N.A.
,1,Labour & Employment,Mech.engg.|Public Policy|N.A.
,1,Local Self Govt,Mech.engg.|Public Policy|N.A.
,1,,Mech.engg.|Public Policy|N.A.
,1,Defence,Geography
,1,,Journalism|Sociology
,1,Social Justice & Empowerment,Journalism|Sociology
,1,"Consumer Affairs, Food & PD",Journalism|Sociology
,1,N.Applicable,Finance|Surgery
,1,Finance,Finance|Surgery
,1,Public Administration,N.A.|Law|Public Admn|Anthropology
,1,Defence,Electronics and Communication|Electronics
,1,Home,Law|Statistics|Economics
,1,Rural Dev,Medical&dental
,1,Information & Broadcasting,Medical&dental
,1,N.Applicable,Medical&dental
,1,Tourism,Electronics Engg
,1,Tourism,Medicine|Surgery
,1,Energy,Medicine|Surgery
,1,Textiles,Law|Statistics|Economics
,1,Tourism,Electronics and Communication|Electronics
,1,Defence,Computer Sc|Marketing
,1,Water Resources,Medical&dental
,1,Transport,Computer Sc|Marketing
,1,Finance,Political Sc.|Law|History|Chemistry
,1,N.Applicable,Computer Sc|Marketing
,1,Staff Officers,Philosophy|English
,1,Human Resource Dev,Philosophy|English
,1,Human Resource Dev,N.A.|Economics
,1,Rural Dev,N.A.|Political Sc.
,1,Finance,N.A.|Political Sc.
,1,N.Applicable,N.A.|Political Sc.
,1,Agriculture & Cooperation,Medical&dental
,1,Rural Dev,Law|Statistics|Economics
,1,Finance,Intnl Politics|Political Sc.
,1,Urban Development,Administrative Laws and Other Laws|English Lit|History|Human Res.mgt
,1,Protocol,Medicine|Medical Sciences
,1,Finance,Medicine|Medical Sciences
,1,Urban Development,Law|Statistics|Economics
,1,Personnel and General Administration,Medicine|Medical Sciences
,1,Public Administration,Medicine|Medical Sciences
,1,Urban Development,Medicine|Medical Sciences
,1,Human Resource Dev,Medicine|Medical Sciences
,1,Industries,Dairy Science|Veterinary Sc.
,1,Culture,Administrative Laws and Other Laws|English Lit|History|Human Res.mgt
,1,Transport,Administrative Laws and Other Laws|English Lit|History|Human Res.mgt
,1,Land Revenue Mgmt & District Admn,Philosophy|Public Admn|Psychology
,1,Personnel and General Administration,Administrative Laws and Other Laws|English Lit|History|Human Res.mgt
,1,Information & Broadcasting,Administrative Laws and Other Laws|English Lit|History|Human Res.mgt
,1,Rural Dev,Administrative Laws and Other Laws|English Lit|History|Human Res.mgt
,1,Personnel and General Administration,Mech.engg.|Indl Engg.|Public Management & Governance
,1,Public Administration,Mech.engg.|Indl Engg.|Public Management & Governance
,1,Transport,Philosophy|Public Admn|Psychology
,1,Local Self Govt,Philosophy|Public Admn|Psychology
,1,Women & Child Dev,Philosophy|Public Admn|Psychology
,1,Personnel and General Administration,Philosophy|Public Admn|Psychology
,1,Land Revenue Mgmt & District Admn,Political Sc.|Law|History|Chemistry
,1,Urban Development,Mass Commn|History|Physics
,1,Human Resource Dev,Mass Commn|History|Physics
,1,Finance,Microbiology|Botany|Animal Sciences
,1,Health & Family Welfare,English|Sociology|English Lit
,1,Social Justice & Empowerment,English|Sociology|English Lit
,1,Home,English|Sociology|English Lit
,1,Finance,English|Sociology|English Lit
,1,Industries,English|Sociology|English Lit
,1,Protocol,Political Sc.|Law|History|Chemistry
,1,Agriculture & Cooperation,Microbiology|Botany|Animal Sciences
,1,Staff Officers,Microbiology|Botany|Animal Sciences
,1,Health & Family Welfare,Microbiology|Botany|Animal Sciences
,1,Transport,Microbiology|Botany|Animal Sciences
,1,Health & Family Welfare,Mass Commn|History|Physics
,1,Social Justice & Empowerment,Political Sc.|Law|History|Chemistry
,1,Human Resource Dev,Microbiology|Botany|Animal Sciences
,1,Science & Technology,Microbiology|Botany|Animal Sciences
,1,Industries,Geology|Physics
,1,Urban Development,Geology|Physics
,1,Social Justice & Empowerment,Geology|Physics
,1,Rural Dev,Political Sc.|Law|History|Chemistry
,1,,Management&system|Electronics Engg
,1,Human Resource Dev,Management&system|Electronics Engg
,1,Urban Development,English|Sociology|English Lit
,1,"Consumer Affairs, Food & PD",English|Sociology|English Lit
,1,,Plant Pathology|Agriculture
,1,Corporate Management (New),Political Sc.|Law|History|Chemistry
,1,Industries,Mass Commn|History|Physics
,1,Social Justice & Empowerment,Mass Commn|History|Physics
,1,Mines & Minerals,Mass Commn|History|Physics
,1,Personnel and General Administration,Public Policy & Mgmt|Electrical Engg.
,1,Human Resource Dev,Public Policy & Mgmt|Electrical Engg.
,1,Transport,Public Policy & Mgmt|Electrical Engg.
,1,Finance,Public Policy & Mgmt|Electrical Engg.
,1,Environment & Forests,Public Policy & Mgmt|Electrical Engg.
,1,Home,Obstetrics
,1,Labour & Employment,Obstetrics
,1,Personnel and General Administration,Political Sc.|Law|History|Chemistry
,1,Human Resource Dev,Obstetrics
,1,Agriculture & Cooperation,Obstetrics
,1,Protocol,Public Policy|History
,1,Rural Dev,public affairs|Chemistry
,1,Training,public affairs|Chemistry
,1,Urban Development,public affairs|Chemistry
,1,Staff Officers,public affairs|Chemistry
,1,Home,public affairs|Chemistry
,1,Urban Development,Medicine|Preventive and Social Medicine
,1,Commerce,Intnl Politics|Political Sc.
,1,Industries,English Lit|Physics|Public Management & Governance
,1,Land Revenue Mgmt & District Admn,Library Science|Law|Political Sc.|Sociology|History
,1,Commerce,Philosophy|Hindi
,1,Petroleum & Natural Gas,Philosophy|Hindi
,1,Agriculture & Cooperation,Economics|Chemical Engg|Chemistry
,1,Health & Family Welfare,Economics|Chemical Engg|Chemistry
,1,Mines & Minerals,Commerce|History
,1,Rural Dev,Commerce|History
,1,Human Resource Dev,Library Science|Law|Political Sc.|Sociology|History
,1,Local Self Govt,Library Science|Law|Political Sc.|Sociology|History
,1,Urban Development,Library Science|Law|Political Sc.|Sociology|History
,1,Commerce,Art
,1,Finance,Economics|Chemical Engg|Chemistry
,1,Home,Electronics Engg
,1,Industries,History|Mathematics
,1,Women & Child Dev,History (hons)|Intnl Politics
,1,Industries,Business Mgt
,1,Communications & Information Technology,History|Mathematics
,1,Transport,Business Mgt
,1,Commerce,History|Mathematics
,1,Health & Family Welfare,Business Mgt
,1,Energy,History|Mathematics
,1,N.Applicable,Agriculture|Business Mgt
,1,Social Justice & Empowerment,International Dev|Silviculture|Forestry
,1,Environment & Forests,Law|Statistics|Economics
,1,Land Revenue Mgmt & District Admn,Economics|Chemical Engg
,1,Transport,English Lit|Physics|Public Management & Governance
,1,Tourism,English Lit|Physics|Public Management & Governance
,1,Finance,English Lit|Physics|Public Management & Governance
,1,Defence,History|Chemistry
,1,Urban Development,English Lit|Physics|Public Management & Governance
,1,Urban Development,Agriculture|Genetics
,1,Social Justice & Empowerment,Agriculture|Genetics
,1,N.Applicable,Economics|Chemical Engg
,1,Social Justice & Empowerment,Economics|Chemical Engg
,1,Energy,Accountancy
,1,Staff Officers,International Dev|Silviculture|Forestry
,1,Service Commn,History|Chemistry
,1,Human Resource Dev,Geography|Human Resource
,1,Industries,Geography|Human Resource
,1,,Animal Husby|Veterinary Sc.
,1,Staff Officers,Animal Husby|Veterinary Sc.
,1,Tourism,History|Chemistry
,1,Rural Dev,Animal Husby|Veterinary Sc.
,1,Social Justice & Empowerment,Animal Husby|Veterinary Sc.
,1,Commerce,International Dev|Silviculture|Forestry
,1,Home,Computer Sc|Business Admn.
,1,Energy,Computer Sc|Business Admn.
,1,Industries,Computer Sc|Business Admn.
,1,Health & Family Welfare,Administrative Laws and Other Laws
,1,Personnel and General Administration,Intnl Politics|Political Sc.
,1,Social Justice & Empowerment,Intnl Politics|Political Sc.
,1,Personnel and General Administration,Physiology|Agriculture
,1,N.Applicable,Physiology|Agriculture
,1,Personnel and General Administration,Law|Archaeology|Commerce
,1,Rural Dev,Law|Archaeology|Commerce
,1,Finance,Law|Archaeology|Commerce
,1,Transport,English|Rural Dev
,1,Land Revenue Mgmt & District Admn,English|Rural Dev
,1,Human Resource Dev,Administrative Laws and Other Laws
,1,Local Self Govt,Computer Sc|Business Admn.
,1,Public Policy,Political Sc.
,1,Petroleum & Natural Gas,Mech.engg.|Indl Engg.
,1,Youth Affairs & Sports,Law|Statistics|Economics
,1,Petroleum & Natural Gas,Forensic Sc.
,1,,Forensic Sc.
,1,Staff Officers,Forensic Sc.
,1,Finance,Forensic Sc.
,1,Health & Family Welfare,Forensic Sc.
,1,Human Resource Dev,Forensic Sc.
,1,Law & Justice,Law
,1,Finance,Medicine|Public Policy
,1,,Medicine|Public Policy
,1,Land Revenue Mgmt & District Admn,Law|Statistics|Economics
,1,Communications & Information Technology,Computer Sc|Business Admn.
,1,Health & Family Welfare,Computer Sc|Business Admn.
,1,Personnel and General Administration,History|Mathematics
,1,Personnel and General Administration,Organic Chemistry|Chemistry
,1,Human Resource Dev,Organic Chemistry|Chemistry
,1,Personnel and General Administration,N.A.|Botany
,1,Urban Development,N.A.|Social Security
,1,Rural Dev,N.A.|Economics
,1,Social Justice & Empowerment,N.A.|Economics
,1,Commerce,French|Environmental Science|Chemistry
,1,Environment & Forests,French|Environmental Science|Chemistry
,1,Human Resource Dev,Law|Statistics|Economics
,1,Home,French|Environmental Science|Chemistry
,1,Transport,Law|Statistics|Economics
,1,Communications & Information Technology,Electronics Engg
,1,Transport,Agriculture|Agrl.Economics
,1,Commerce,Agriculture|Agrl.Economics
,1,Local Self Govt,Agriculture|Agrl.Economics
,1,Finance,Petroleum Engg
,1,Human Resource Dev,N.A.|Civil Engg
,1,Industries,N.A.|Civil Engg
,1,Agriculture & Cooperation,N.A.|Civil Engg
,1,Tourism,Horticulture|Agriculture
,1,N.Applicable,N.A.|Law
,1,Environment & Forests,Sanskrit
,1,Industries,Physiology|History|public affairs
,1,Defence,Law|English Lit
,1,Transport,English|Physics
,1,,Mining.Engg.|Finance
,1,N.Applicable,Mining.Engg.|Finance
,1,Law & Justice,Mining.Engg.|Finance
,1,Transport,Horticulture|Agriculture
,1,Finance,International Dev|Electrical Engg.
,1,Public Administration,Philosophy|Art|History|Computers
,1,Human Resource Dev,International Dev|Electrical Engg.
,1,Women & Child Dev,International Dev|Electrical Engg.
,1,Local Self Govt,International Dev|Electrical Engg.
,1,Labour & Employment,Commn.Engg|Electrical Engg.
,1,Environment & Forests,Economics|Pure Math.
,1,Personnel and General Administration,Commn.Engg|Electrical Engg.
,1,Agriculture & Cooperation,Public Admn|Civil Engg
,1,Local Self Govt,Public Admn|Civil Engg
,1,Energy,Public Admn|Civil Engg
,1,Commerce,N.A.|Law
,1,Rural Dev,Philosophy|Art|History|Computers
,1,Information & Broadcasting,Art
,1,Health & Family Welfare,Economics|Dev Adm
,1,Finance,Taxation|Human Res Mngmt|Management|Physics
,1,Agriculture & Cooperation,Science|Public Admn
,1,Home,Science|Public Admn
,1,Social Justice & Empowerment,Science|Public Admn
,1,Urban Development,Science|Public Admn
,1,Finance,Science|Public Admn
,1,Women & Child Dev,Law|Physics
,1,Personnel and General Administration,Public Mgmt & Policy|Computer Sc
,1,Energy,Public Mgmt & Policy|Computer Sc
,1,N.Applicable,Public Mgmt & Policy|Computer Sc
,1,Finance,Economics|Dev Adm
,1,Agriculture & Cooperation,Public Mgmt & Policy|Computer Sc
,1,Water Resources,Electrical Engg.|Power Sys Engg
,1,Planning & Prog Implementation,Electronics and Communication|Physics
,1,Public Works,Electronics and Communication|Physics
,1,Personnel and General Administration,Electronics and Communication|Physics
,1,Environment & Forests,Economics|Dev Adm
,1,Science & Technology,Electronics
,1,Personnel and General Administration,Philosophy|Art|History|Computers
,1,Science & Technology,Philosophy|Art|History|Computers
,1,Tourism,Public Admn|Civil Engg
,1,Social Justice & Empowerment,Economics|Pure Math.
,1,Planning & Prog Implementation,French|English|Psychology|Law
,1,Health & Family Welfare,Medicine|Pers0nnel Admn
,1,Staff Officers,International Dev|Computer Sc
,1,N.Applicable,International Dev|Computer Sc
,1,Industries,Indl.mgt|English|Mathematics
,1,Health & Family Welfare,Intnl Politics|Political Sc.
,1,Planning & Prog Implementation,Intnl Politics|Political Sc.
,1,Human Resource Dev,Intnl Politics|Political Sc.
,1,Urban Development,Intnl Politics|Political Sc.
,1,Rural Dev,Intnl Politics|Political Sc.
,1,Land Revenue Mgmt & District Admn,Indl.mgt|English|Mathematics
,1,Home,Medicine|Pers0nnel Admn
,1,Communications & Information Technology,French|English|Psychology|Law
,1,Urban Development,Medicine|Pers0nnel Admn
,1,Transport,Medicine|Pers0nnel Admn
,1,Rural Dev,Medicine|Pers0nnel Admn
,1,Land Revenue Mgmt & District Admn,Medicine|Pers0nnel Admn
,1,Energy,Electrical Engg.|Export
,1,Tourism,Electrical Engg.|Export
,1,Agriculture & Cooperation,Electrical Engg.|Export
,1,Social Justice & Empowerment,Electrical Engg.|Export
,1,Urban Development,Electrical Engg.|Export
,1,Energy,International Dev|Computer Sc
,1,Women & Child Dev,Art
,1,Science & Technology,Art
,1,Labour & Employment,Economics|Pure Math.
,1,,French|English|Psychology|Law
,1,Law & Justice,French|English|Psychology|Law
,1,Finance,French|English|Psychology|Law
,1,Water Resources,French|English|Psychology|Law
,1,,English|Sino-burmese Rl
,1,"Consumer Affairs, Food & PD",English|Sino-burmese Rl
,1,Finance,English|Sino-burmese Rl
,1,Transport,English|Sino-burmese Rl
,1,Tourism,English|Sino-burmese Rl
,1,Staff Officers,English|Sino-burmese Rl
,1,Personnel and General Administration,English|Sino-burmese Rl
,1,Agriculture & Cooperation,Commerce|Advertising
,1,Mines & Minerals,Commerce|Advertising
,1,Transport,Commerce|Advertising
,1,Staff Officers,Commerce|Advertising
,1,N.Applicable,Commerce|Advertising
,1,Human Resource Dev,Commerce|Advertising
,1,Planning & Prog Implementation,Economics|Pure Math.
,1,Finance,Commerce|Advertising
,1,Agriculture & Cooperation,Taxation|Human Res Mngmt|Management|Physics
,1,Social Justice & Empowerment,Art
,1,Planning & Prog Implementation,Zoology|Bio Chemistry
,1,Health & Family Welfare,French|Mathematics
,1,Energy,English Lit|Marketing
,1,Public Administration,English Lit|Marketing
,1,Labour & Employment,English Lit|Marketing
,1,Industries,English Lit|Marketing
,1,Urban Development,English Lit|Marketing
,1,Rural Dev,English Lit|Marketing
,1,Industries,French|Mathematics
,1,Finance,Zoology|Bio-Technology
,1,Industries,Zoology|Bio-Technology
,1,Defence,Public Admn|Electrical Engg.
,1,Commerce,Electronics
,1,Industries,Public Admn|Electrical Engg.
,1,Labour & Employment,Public Admn|Electrical Engg.
,1,Communications & Information Technology,Zoology|Anthropology
,1,"Consumer Affairs, Food & PD",Zoology|Anthropology
,1,Finance,Zoology|Anthropology
,1,Local Self Govt,Zoology|Anthropology
,1,Water Resources,Agriculture|Genetics
,1,Urban Development,French|Statistics
,1,Home,Agriculture|Genetics
,1,Communications & Information Technology,History|Business Admn.
,1,Youth Affairs & Sports,Computer Sc
,1,Protocol,N.A.|Art
,1,ST Welfare,Public Finance|Physics
,1,External Affairs,N.A.|Law|Public Admn|Anthropology
,1,Law & Justice,N.A.|Law|Public Admn|Anthropology
,1,Home,N.A.|Law|Public Admn|Anthropology
,1,Agriculture & Cooperation,N.A.|Law|Public Admn|Anthropology
,1,N.Applicable,N.A.|Law|Public Admn|Anthropology
,1,,Public Finance|Physics
,1,Personnel and General Administration,French|Mathematics
,1,Finance,Public Finance|Physics
,1,Human Resource Dev,Public Finance|Physics
,1,Health & Family Welfare,Public Finance|Physics
,1,"Consumer Affairs, Food & PD",Computer Sc
,1,Rural Dev,Public Finance|Physics
,1,Health & Family Welfare,Economics|Cost Acct
,1,Railway Project,Economics|Cost Acct
,1,Human Resource Dev,Economics|Cost Acct
,1,Energy,Economics|Cost Acct
,1,Urban Development,French|Mathematics
,1,Personnel and General Administration,Economics|Cost Acct
,1,Urban Development,Economics|Cost Acct
,1,Home,French|Mathematics
,1,Industries,Agriculture|Genetics
,1,Agriculture & Cooperation,History (hons)|History
,1,Home,History (hons)|History
,1,Industries,N.A.|Economics|English|History
,1,Home,N.A.|Plant Pathology|Agriculture
,1,Local Self Govt,N.A.|Plant Pathology|Agriculture
,1,N.Applicable,N.A.|Plant Pathology|Agriculture
,1,Urban Development,N.A.|Plant Pathology|Agriculture
,1,Industries,N.A.|Plant Pathology|Agriculture
,1,Energy,Civil Engg|Management
,1,Law & Justice,Civil Engg|Management
,1,Human Resource Dev,Zoology|Anthropology|Management
,1,Finance,N.A.|Economics|English|History
,1,Agriculture & Cooperation,Zoology|Anthropology|Management
,1,N.Available,History (hons)|History
,1,Finance,Zoology|Anthropology|Management
,1,Law & Justice,N.A.|Economics|English|History
,1,Water Resources,Plant Pathology|Agriculture
,1,Finance,Plant Pathology|Agriculture
,1,Agriculture & Cooperation,N.A.|Law|Political Sc.
,1,Information & Broadcasting,Sociology
,1,Social Justice & Empowerment,Economics|Dev Adm
,1,Finance,Science|Management|Mathematics
,1,Tourism,N.A.|Art
,1,Social Justice & Empowerment,N.A.|Plant Pathology|Agriculture
,1,Home,Mass Commn|Law|Communication
,1,Finance,Mass Commn|Law|Communication
,1,"Consumer Affairs, Food & PD",Mass Commn|Law|Communication
,1,"Consumer Affairs, Food & PD",History (hons)|History
,1,Labour & Employment,History (hons)|History
,1,N.Applicable,History (hons)|History
,1,N.Applicable,French|Statistics
,1,Health & Family Welfare,History (hons)|History
,1,Planning & Prog Implementation,History (hons)|History
,1,Planning & Prog Implementation,French|Statistics
,1,Agriculture & Cooperation,Homeopathy
,1,N.Applicable,Homeopathy
,1,Human Resource Dev,Homeopathy
,1,Commerce,Homeopathy
,1,Tourism,Homeopathy
,1,Transport,French|Statistics
,1,Youth Affairs & Sports,Social Work
,1,Rural Dev,Social Work
,1,Mines & Minerals,Mass Commn|Law|Communication
,1,Industries,Mass Commn|Law|Communication
,1,Personnel and General Administration,N.A.|Economics|English|History
,1,Textiles,Mass Commn|Law|Communication
,1,Rural Dev,Electrical Engg.|Export
,1,Communications & Information Technology,Economics|Electronics and Communication|Electronics
,1,N.Available,Economics|Electronics and Communication|Electronics
,1,Commerce,N.A.|Electronics
,1,Chemicals & Fertilizers,Medicine|Health Management|Public Policy|Intnl Studies
,1,Personnel and General Administration,Medicine|Health Management|Public Policy|Intnl Studies
,1,Urban Development,Medicine|Health Management|Public Policy|Intnl Studies
,1,Service Commn,English Lit|History
,1,"Consumer Affairs, Food & PD",Operation Research|Mathematics|Intrnl Deve Policy
,1,External Affairs,Economics|Law
,1,Planning & Prog Implementation,Manpower Plg|Mathematics
,1,Water Resources,Operation Research|Mathematics|Intrnl Deve Policy
,1,Tourism,Operation Research|Mathematics|Intrnl Deve Policy
,1,Agriculture & Cooperation,N.A.|Electronics
,1,Health & Family Welfare,Medicine|Health Management|Public Policy|Intnl Studies
,1,Social Justice & Empowerment,N.A.|Electronics
,1,Health & Family Welfare,N.A.|Electronics
,1,Youth Affairs & Sports,N.A.|Electronics
,1,Health & Family Welfare,Manpower Plg|Mathematics
,1,Commerce,Chemical Engg
,1,Finance,Economics|Electronics
,1,Personnel and General Administration,Economics|Electronics
,1,Transport,Manpower Plg|Mathematics
,1,"Consumer Affairs, Food & PD",Economics|Electronics
,1,Finance,Medicine|Health Management|Public Policy|Intnl Studies
,1,Land Revenue Mgmt & District Admn,Economics|Law|Civil Engg|Intrnl Deve Policy
,1,Staff Officers,Economics|Electronics and Communication|Electronics
,1,Industries,Construction Mgt|Civil Engg
,1,Local Self Govt,Building Sc|Civil Engg
,1,Public Works,Geology
,1,Planning & Prog Implementation,Electrical Engg.|Energy Studies
,1,Environment & Forests,Electrical Engg.|Energy Studies
,1,Personnel and General Administration,Public Policy & Mgmt|Textile Engg.
,1,Youth Affairs & Sports,Public Policy & Mgmt|Textile Engg.
,1,Energy,Public Policy & Mgmt|Textile Engg.
,1,Agriculture & Cooperation,Public Policy & Mgmt|Textile Engg.
,1,Staff Officers,Public Policy & Mgmt|Textile Engg.
,1,Rural Dev,Construction Mgt|Civil Engg
,1,Urban Development,Economics|Law|Civil Engg|Intrnl Deve Policy
,1,Agriculture & Cooperation,Prodn.Engg.
,1,Rural Dev,Prodn.Engg.
,1,Industries,N.A.|Agriculture
,1,Industries,Science|Marketing Mgt
,1,Land Revenue Mgmt & District Admn,Science|Marketing Mgt
,1,,Economics|Law|Civil Engg|Intrnl Deve Policy
,1,Energy,Economics|Law|Civil Engg|Intrnl Deve Policy
,1,Health & Family Welfare,Economics|Law|Civil Engg|Intrnl Deve Policy
,1,Agriculture & Cooperation,Economics|Law|Civil Engg|Intrnl Deve Policy
,1,Health & Family Welfare,Economics|Electronics
,1,Agriculture & Cooperation,Economics|Electronics
,1,Energy,Economics|Electronics
,1,"Consumer Affairs, Food & PD",Electrical Engg.|Business Admn.
,1,Tourism,Zoology|Environmental Science
,1,Planning & Prog Implementation,Zoology|Environmental Science
,1,,Economics|Dev Studies
,1,Communications & Information Technology,Economics|Dev Studies
,1,Urban Development,Economics|Dev Studies
,1,Industries,Economics|Dev Studies
,1,Finance,Anthropology|Botany
,1,"Consumer Affairs, Food & PD",Mathematics|Physics|Hindi
,1,Public Administration,Electrical Engg.|Business Admn.
,1,Agriculture & Cooperation,Mathematics|Physics|Hindi
,1,,Psychology|Sociology
,1,Protocol,Sociology
,1,,Public Admn|Electronics
,1,Agriculture & Cooperation,Public Admn|Electronics
,1,Water Resources,Public Admn|Electronics
,1,Women & Child Dev,Public Admn|Electronics
,1,Human Resource Dev,Public Admn|Electronics
,1,Planning & Prog Implementation,Public Admn|Electronics
,1,Commerce,Zoology|Bio Chemistry
,1,"Consumer Affairs, Food & PD",Zoology|Bio Chemistry
,1,Petroleum & Natural Gas,Zoology|Environmental Science
,1,Health & Family Welfare,Zoology|Environmental Science
,1,Personnel and General Administration,Mathematics|Physics|Hindi
,1,Home,Optoelectronics|Electronics
,1,Water Resources,Psychology|Sociology
,1,Home,Psychology|Sociology
,1,Protocol,Psychology|Sociology
,1,Health & Family Welfare,Public Management|Law|Management|Petroleum Engg
,1,Industries,Public Management|Law|Management|Petroleum Engg
,1,Social Justice & Empowerment,Manpower Plg|Mathematics
,1,Mines & Minerals,Public Management|Law|Management|Petroleum Engg
,1,Finance,Public Management|Law|Management|Petroleum Engg
,1,Labour & Employment,Public Management|Law|Management|Petroleum Engg
,1,N.Applicable,Manpower Plg|Mathematics
,1,Rural Dev,Public Management|Law|Management|Petroleum Engg
,1,Communications & Information Technology,Public Management|Law|Management|Petroleum Engg
,1,Local Self Govt,Public Management|Law|Management|Petroleum Engg
,1,Water Resources,Zoology|Ichthyology
,1,Energy,Zoology|Ichthyology
,1,Social Justice & Empowerment,Zoology|Ichthyology
,1,Agriculture & Cooperation,Optoelectronics|Electronics
,1,"Consumer Affairs, Food & PD",Optoelectronics|Electronics
,1,Urban Development,Optoelectronics|Electronics
,1,Environment & Forests,Building Sc|Civil Engg
,1,Local Self Govt,Materials Mgmt|Civil Engg
,1,Energy,Materials Mgmt|Civil Engg
,1,Personnel and General Administration,Intnl Trade.|Mathematics|Business Admn.
,1,Labour & Employment,Entomology|Public Admn|Agriculture
,1,N.Applicable,Entomology|Public Admn|Agriculture
,1,Agriculture & Cooperation,Entomology|Public Admn|Agriculture
,1,Social Justice & Empowerment,Metallurgy Engg
,1,Finance,Building Sc|Civil Engg
,1,,Building Sc|Civil Engg
,1,Commerce,Building Sc|Civil Engg
,1,Defence,Intnl Trade.|Mathematics|Business Admn.
,1,Human Resource Dev,Building Sc|Civil Engg
,1,Tourism,Governance & Dev.|Computer Sc|Management
,1,Industries,Architecture|Economics
,1,Energy,Governance & Dev.|Computer Sc|Management
,1,Finance,Governance & Dev.|Computer Sc|Management
,1,Land Revenue Mgmt & District Admn,Intnl Trade.|Mathematics|Business Admn.
,1,N.Applicable,Governance & Dev.|Computer Sc|Management
,1,Communications & Information Technology,Governance & Dev.|Computer Sc|Management
,1,Textiles,Civil Engg
,1,Communications & Information Technology,English Lit
,1,,Architecture|Economics
,1,N.Applicable,Architecture|Economics
,1,Local Self Govt,Entomology|Public Admn|Agriculture
,1,Finance,Entomology|Public Admn|Agriculture
,1,,Entomology|Public Admn|Agriculture
,1,N.Applicable,West European St|Political Sc.
,1,Planning & Prog Implementation,Economics|Electronics and Communication|Electronics
,1,Rural Dev,Economics|Electronics and Communication|Electronics
,1,Planning & Prog Implementation,Agriculture|Indl Engg.
,1,Urban Development,Agriculture|Indl Engg.
,1,Staff Officers,Agriculture|Indl Engg.
,1,Environment & Forests,Agriculture|Indl Engg.
,1,Industries,Agriculture|Indl Engg.
,1,Rural Dev,Agriculture|Indl Engg.
,1,Law & Justice,Electronics and Communication
,1,Public Works,Electronics and Communication
,1,Textiles,Electronics and Communication
,1,Public Works,Indl.mgt|English|Mathematics
,1,Transport,West European St|Political Sc.
,1,,West European St|Political Sc.
,1,Communications & Information Technology,West European St|Political Sc.
,1,Human Resource Dev,West European St|Political Sc.
,1,Urban Development,Indl.mgt|English|Mathematics
,1,ST Welfare,West European St|Political Sc.
,1,Home,West European St|Political Sc.
,1,Staff Officers,Architecture|Economics
,1,Public Works,Architecture|Economics
,1,Tourism,Materials Mgmt|Civil Engg
,1,Textiles,Intnl Studies|History|Political Sc.
,1,Public Works,Electronics
,1,Defence,Sanskrit
,1,Health & Family Welfare,Law|Parasitology|Veterinary Sc.
,1,Planning & Prog Implementation,Law|Parasitology|Veterinary Sc.
,1,Social Justice & Empowerment,Economics|History|Fine Arts
,1,Environment & Forests,Law|Parasitology|Veterinary Sc.
,1,Labour & Employment,Economics|History|Fine Arts
,1,Industries,Law|Parasitology|Veterinary Sc.
,1,Defence,Intnl Studies|History|Political Sc.
,1,Human Resource Dev,Intnl Studies|History|Political Sc.
,1,Finance,Architecture|Economics
,1,Agriculture & Cooperation,Intnl Studies|History|Political Sc.
,1,Personnel and General Administration,Intnl Studies|History|Political Sc.
